"","Plot_ID","TIMESTAMP","HM81_AIC","HM81_flux.estimate","HM81_p.value","HM81_r.squared","HM81_RMSE","lin_AIC","lin_flux.estimate","lin_flux.std.error","lin_int.estimate","lin_int.std.error","lin_p.value","lin_r.squared","lin_RMSE","poly_AIC","poly_r.squared","poly_RMSE","rob_AIC","rob_converged","rob_flux.estimate","rob_flux.std.error","rob_RMSE","TIMESTAMP_min","TIMESTAMP_max"
"1","2022_07_07_PTR_TR_10_1",2022-07-07 13:19:48,80.3538215177276,0.193710482277404,1.75577485115984e-12,0.78288735401872,0.720852432717346,86.8641036778901,0.127821138371383,0.0132404698827765,17926.357241255,0.571951518670404,3.88271361959063e-11,0.738502588060452,0.791111150533638,67.4238999109984,0.866152073470104,0.583963570487059,87.8135098972162,TRUE,0.11643259264426,0.0129524582857474,0.604461723510837,2022-07-07 13:19:31,2022-07-07 13:20:05
"2","2022_07_07_PTR_TR_10_2",2022-07-07 13:22:49,107.87066757554,-0.352943809827516,3.08324254286714e-14,0.829781595436915,1.06798849486956,112.775677996725,-0.223183069109882,0.0191718563184641,17649.0460331035,0.828170936088936,3.15935278693829e-13,0.804174197732911,1.14550838786284,104.571196698635,0.861824304049003,0.992785143935328,113.023097793394,TRUE,-0.215292607816837,0.0190492783451932,1.22225737230196,2022-07-07 13:22:32,2022-07-07 13:23:06
"3","2022_07_07_PTR_TR_11_b_1",2022-07-07 13:46:59,NA,NA,NA,NA,NA,117.305030262673,-1.74692134039454,0.0204533855079413,18157.7255941103,0.883529437156591,2.65268251739949e-40,0.995496631946723,1.22207908667532,118.174143086127,0.995881983341953,1.20573193385365,117.328251474013,TRUE,-1.74880736718379,0.0243374350013669,1.28965175746374,2022-07-07 13:46:42,2022-07-07 13:47:16
"4","2022_07_07_PTR_TR_11_b_2",2022-07-07 13:49:59,NA,NA,NA,NA,NA,110.065637431726,-1.37727753296981,0.01844380463053,18221.2417069823,0.796721125601007,2.18352288198687e-38,0.994116856010061,1.10200768029062,112.425528876234,0.994386181953541,1.11067033270576,110.065858967565,TRUE,-1.37740118854459,0.0190830720057004,1.20523616666406,2022-07-07 13:49:42,2022-07-07 13:50:16
"5","2022_07_07_PTR_TR_12_1",2022-07-07 13:29:54,134.206794352353,-0.653642722781286,3.65253101843081e-24,0.957227235656413,1.55582717636257,121.580922831577,-0.712404784415399,0.0217417113784175,17386.0694977531,0.939181535963126,9.43715838418236e-27,0.970180505227751,1.29905588362272,125.339266327253,0.970385683940709,1.33568691150187,121.76853437325,TRUE,-0.711269092389401,0.0229597681299039,1.23472058588978,2022-07-07 13:29:37,2022-07-07 13:30:11
"6","2022_07_07_PTR_TR_12_2",2022-07-07 13:32:54,120.28251910588,-0.597611516408781,5.79179942944342e-28,0.974817251444717,1.2751822793717,116.145463945091,-0.763887932561452,0.0201173612531177,17318.3890324448,0.86901412277893,8.2263966816156e-29,0.977624701543218,1.20200181319528,114.348889427646,0.981039816251841,1.14161087780102,116.232612737638,TRUE,-0.760854722669559,0.0208274395107075,1.32869421402947,2022-07-07 13:32:37,2022-07-07 13:33:11
"7","2022_07_07_PTR_TR_13_1",2022-07-07 14:04:26,150.968643131004,-2.40762991473006,1.96369843043264e-42,0.996654785588472,1.97676631022184,182.402086481828,-3.27246928545972,0.0518371132788073,17410.6788850085,2.23921929703348,5.36689479211471e-36,0.991787731685492,3.09724040682916,137.403736903122,0.997974784069977,1.58692039503511,182.51453364209,TRUE,-3.28623211677513,0.0527097077771287,3.95348235309417,2022-07-07 14:04:09,2022-07-07 14:04:43
"8","2022_07_07_PTR_TR_13_2",2022-07-07 14:07:26,142.268308106253,-1.73654955804018,2.67663264155029e-40,0.99549417845312,1.74572830022913,138.883076602314,-2.49529831896282,0.0278381177645716,17239.0832824525,1.20252935683832,5.42519117755868e-41,0.995909573114182,1.66331297668441,98.3162148712269,0.99885510786072,0.907921014812542,139.309313614673,TRUE,-2.47969408210421,0.0274178383832579,1.6185898710337,2022-07-07 14:07:09,2022-07-07 14:07:43
"9","2022_07_07_PTR_TR_14_1",2022-07-07 14:11:54,112.201908911738,-0.448936182970602,4.00629256582558e-27,0.971688160397282,1.13615737395745,121.798510865411,-0.636994396293327,0.021809398469368,17963.6885334776,0.942105430266445,3.71045279760898e-25,0.962756825060823,1.30310015190566,114.413362681915,0.973098588514023,1.14266283887062,121.858155798829,TRUE,-0.641220625378297,0.0235063309240591,1.5320135166182,2022-07-07 14:11:37,2022-07-07 14:12:11
"10","2022_07_07_PTR_TR_14_2",2022-07-07 14:14:54,114.469215151158,-0.580378639006619,1.06116613776806e-31,0.985046397101287,1.17356008115055,117.671303206563,-0.91509792727934,0.02056068772988,17842.8383940283,0.888164595073032,4.80477293325779e-31,0.983613783935961,1.2284903383155,111.931968277683,0.987594079910252,1.10286668891178,117.797337440465,TRUE,-0.920254735599357,0.0181181560573675,0.899902128540795,2022-07-07 14:14:37,2022-07-07 14:15:11
"11","2022_07_07_PTR_TR_15_1",2022-07-07 14:18:43,116.164682992779,-1.01752858760157,5.84914001711743e-30,0.980935393160351,1.20233187750649,141.758059424809,-0.820459578569877,0.0290052662210011,18254.4473669678,1.25294692797279,1.02654191596218e-24,0.960390345160369,1.73304948652011,115.632722260624,0.983250825413335,1.16274173940321,141.812194656902,TRUE,-0.814276471254079,0.0319837383469188,1.75586537468682,2022-07-07 14:18:26,2022-07-07 14:19:00
"12","2022_07_07_PTR_TR_15_2",2022-07-07 14:21:43,106.032421283859,-0.735985935895618,5.50007999165747e-31,0.983479076480113,1.04030746259957,126.186841455272,-0.7666391975255,0.023220405426244,18535.2686643362,1.0030570112137,7.40378200801077e-27,0.970615472920361,1.38740707960142,107.523439311551,0.984621929970697,1.03555124154489,126.204109276241,TRUE,-0.768637186990632,0.0257948018924677,1.49285177173415,2022-07-07 14:21:26,2022-07-07 14:22:00
