"","Plot_ID","TIMESTAMP","HM81_AIC","HM81_flux.estimate","HM81_p.value","HM81_r.squared","HM81_RMSE","lin_AIC","lin_flux.estimate","lin_flux.std.error","lin_int.estimate","lin_int.std.error","lin_p.value","lin_r.squared","lin_RMSE","poly_AIC","poly_r.squared","poly_RMSE","rob_AIC","rob_converged","rob_flux.estimate","rob_flux.std.error","rob_RMSE","TIMESTAMP_min","TIMESTAMP_max"
"1","2022_07_07_PTR_TR_10_1",2022-07-07 13:19:48,225.08900128405,2.4942964501943,2.30760824713992e-31,0.984325851214518,5.69919303660779,198.556853247435,4.36057262163511,0.0652932556006965,3654.8303403052,2.82048726596418,8.49722259446761e-37,0.992655502388255,3.9012378727999,200.578547356677,0.993059121280383,3.91295393875609,198.598799310746,TRUE,4.35109663162086,0.0757757865225364,3.57776386618453,2022-07-07 13:19:31,2022-07-07 13:20:05
"2","2022_07_07_PTR_TR_10_2",2022-07-07 13:22:49,NA,NA,NA,NA,NA,191.927133058234,3.51417783105417,0.0593931238302298,3586.66061854926,2.56561796326189,4.47376751607145e-35,0.990661777588816,3.54870808537099,188.946682984282,0.992350238403921,3.31389117593513,192.144846219267,TRUE,3.54038892215568,0.0590167482366422,3.08658664705666,2022-07-07 13:22:32,2022-07-07 13:23:06
"3","2022_07_07_PTR_TR_11_b_1",2022-07-07 13:46:59,NA,NA,NA,NA,NA,290.860688420335,23.1362738002466,0.244084619013251,3758.29369824967,10.5437775067422,8.639801501809e-42,0.99634055063566,14.5839283261634,283.832222028553,0.997329639052972,12.8536880946688,290.877671711794,TRUE,23.1476275723396,0.256244136245474,16.8462206148553,2022-07-07 13:46:42,2022-07-07 13:47:16
"4","2022_07_07_PTR_TR_11_b_2",2022-07-07 13:49:59,NA,NA,NA,NA,NA,261.264808993115,19.4999762962506,0.159926876177374,4879.08885658871,6.90839679525648,2.17631837942444e-45,0.997785244652711,9.55554720746833,263.588566306045,0.997888815221071,9.62569128746962,261.280877216661,TRUE,19.4803155444854,0.171129215746522,10.7460824437138,2022-07-07 13:49:42,2022-07-07 13:50:16
"5","2022_07_07_PTR_TR_12_1",2022-07-07 13:29:54,237.334242295321,3.3350366531792,1.29957113104051e-31,0.984861673700058,6.78868059470722,216.684538545791,5.28249862107034,0.084593351874854,3398.3424138147,3.65419781190552,7.66667487198058e-36,0.991608341657522,5.05440853094402,213.059494341744,0.993251098491583,4.67669570426888,216.963071957399,TRUE,5.29970267799343,0.0761976352004856,4.32316307593917,2022-07-07 13:29:37,2022-07-07 13:30:11
"6","2022_07_07_PTR_TR_12_2",2022-07-07 13:32:54,NA,NA,NA,NA,NA,218.92554895815,4.93814695908746,0.0873453774176776,3298.66710194985,3.77307767059431,1.98005410528578e-34,0.989781081880794,5.21884061777752,221.920893530846,0.9900702402916,5.30783075702495,218.950720556228,TRUE,4.92526016083202,0.0895806758919733,6.18453569004969,2022-07-07 13:32:37,2022-07-07 13:33:11
"7","2022_07_07_PTR_TR_13_1",2022-07-07 14:04:26,NA,NA,NA,NA,NA,228.423525761039,7.00051119088378,0.100038538609957,3314.62540164547,4.32138697418602,1.83806385471233e-37,0.993306207300201,5.9772503603045,227.959864035842,0.994107693940951,5.78607540429533,228.474718730207,TRUE,7.01277010940925,0.11068444772218,6.86218152464016,2022-07-07 14:04:09,2022-07-07 14:04:43
"8","2022_07_07_PTR_TR_13_2",2022-07-07 14:07:26,257.672252830229,4.00605267444661,2.40393110168008e-30,0.981935071895172,9.07750717190997,208.701807692409,6.47889622719073,0.0754761466777993,3419.2646213506,3.26035987377702,2.248819844301e-40,0.995541480280778,4.50966028885363,212.456108446223,0.995572669391655,4.63655677289746,208.702801834132,TRUE,6.47662613464188,0.0799727714050979,5.31025046577942,2022-07-07 14:07:09,2022-07-07 14:07:43
"9","2022_07_07_PTR_TR_14_1",2022-07-07 14:11:54,NA,NA,NA,NA,NA,208.846265585219,4.82240681953999,0.0756320664371265,3458.43005121387,3.26709517425559,3.87424863857026e-36,0.991948306700878,4.51897641292508,208.770800826952,0.992833333904331,4.39876915483959,208.904694508695,TRUE,4.83686934581639,0.0838450203635595,4.76096433272932,2022-07-07 14:11:37,2022-07-07 14:12:11
"10","2022_07_07_PTR_TR_14_2",2022-07-07 14:14:54,231.909506615238,2.82242762554277,1.33102357742761e-30,0.982570517869419,6.28245220482642,199.901570766795,4.55919211030514,0.0665596806069342,3450.02346009027,2.8751933082733,3.7047158621723e-37,0.993015798324612,3.97690610456353,202.974204120571,0.993198422945978,4.04918748448712,199.901570766794,TRUE,4.55919211030514,0.0665596806069342,5.48031402324682,2022-07-07 14:14:37,2022-07-07 14:15:11
"11","2022_07_07_PTR_TR_15_1",2022-07-07 14:18:43,244.948281332726,3.37213782474662,4.5713298254345e-31,0.983663148127931,7.5687550307176,206.752227102579,5.67765090370287,0.0734030521374739,3848.63096603001,3.17080794841606,6.87990256350148e-39,0.994514503705129,4.38579397432839,210.313264846199,0.99458287196008,4.49677271270509,206.999703280227,TRUE,5.64555284777281,0.0743897897637316,4.02344692999037,2022-07-07 14:18:26,2022-07-07 14:19:00
"12","2022_07_07_PTR_TR_15_2",2022-07-07 14:21:43,242.505526829712,3.37508974585897,2.59222807339706e-30,0.981852361728743,7.30918736562088,217.137001944843,5.19355247323813,0.085141914218044,3547.33454426888,3.67789418129804,1.65124199923404e-35,0.991209026708171,5.08718484404337,220.164964061947,0.991449814985837,5.17634145932848,217.205411991995,TRUE,5.17665557612825,0.098337778054923,5.49587480598244,2022-07-07 14:21:26,2022-07-07 14:22:00
"13","2022_07_07_PTR_TR_16_1",2022-07-07 13:56:14,NA,NA,NA,NA,NA,199.898553507862,9.63325094078089,0.0665568117003236,3628.64128434741,2.87506937947716,7.66945489354609e-48,0.998427214046074,3.97673468889402,200.986312959877,0.998552784063554,3.93581428632432,199.900759659857,TRUE,9.63399377510833,0.0700423543728026,5.14651457224637,2022-07-07 13:55:57,2022-07-07 13:56:31
