"RepNumber","Month","Site","Zone","Replicate","Plot_ID","TIMESTAMP","HM81_AIC","HM81_flux.estimate","HM81_p.value","HM81_r.squared","HM81_RMSE","lin_AIC","lin_flux.estimate","lin_flux.std.error","lin_int.estimate","lin_int.std.error","lin_p.value","lin_r.squared","lin_RMSE","poly_AIC","poly_r.squared","poly_RMSE","rob_AIC","rob_converged","rob_flux.estimate","rob_flux.std.error","rob_RMSE","TIMESTAMP_min","TIMESTAMP_max","soilp_c","soilp_m","soilp_t","CH4_initial","CH4_lin_pass","CH4_HM81_pass","CH4_poly_pass","CH4_init_conc","CH4_rejected_model","CH4_rejected_manual","CH4_flux_rejected"
1,"Jul","PTR","TR",10,"2022_07_07_PTR_TR_10_1",2022-07-07 13:20:30.5,NA,NA,NA,NA,NA,208.962383559222,-0.147754811927116,0.00618950018823318,17938.0196772825,0.388930186309416,8.96088987563818e-35,0.893394396959724,1.04632763834227,200.748456930089,0.910463048537912,0.973332717473189,209.001003238684,TRUE,-0.147134720277823,0.00657452484550985,1.27209697833303,2022-07-07 13:19:56,2022-07-07 13:21:05,0.017,0.227126315789474,24.7,2086.41,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2,"Jul","PTR","TR",10,"2022_07_07_PTR_TR_10_2",2022-07-07 13:23:31.5,NA,NA,NA,NA,NA,192.188644054539,-0.183514984451326,0.00549062401703901,17642.9813028235,0.345014840772065,6.2220415892258e-44,0.942621822347436,0.928183453600265,196.055409195719,0.942730929528194,0.941245693994109,192.441774491513,TRUE,-0.185815560205581,0.00549557429945114,0.769568922026837,2022-07-07 13:22:57,2022-07-07 13:24:06,0.0172526315789474,0.226747368421053,24.7,2046.77,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1,"Jul","PTR","TR",11,"2022_07_07_PTR_TR_11_1",2022-07-07 13:39:57.5,446.809739622106,-1.65087114352922,1.88748552881112e-58,0.978522835338084,5.72130103118584,267.228678563908,-1.90278535261103,0.00938433828533668,18390.3161362339,0.589684518411566,2.45629151164357e-96,0.998348726955504,1.58641121526554,235.435695824321,0.999009734106187,1.2469950373023,267.375101569985,TRUE,-1.90013071237711,0.00931150072542436,1.78062839577289,2022-07-07 13:39:23,2022-07-07 13:40:32,0.0211578947368421,0.207,25.4,2082.57,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2,"Jul","PTR","TR",11,"2022_07_07_PTR_TR_11_2",2022-07-07 13:42:57.5,431.520154020787,-1.17418432921236,3.75482572224052e-55,0.973148807884425,5.12938057772217,224.325460344874,-1.5258895710924,0.00690738135324448,18311.8223285954,0.434039750371901,7.29233877976442e-99,0.998608494821237,1.16768459466399,224.333140637593,0.998685636017651,1.15192300184195,224.55129764883,TRUE,-1.52816268501633,0.00684063545159797,1.31806049506642,2022-07-07 13:42:23,2022-07-07 13:43:32,0.025,0.236,25.6,2069.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1,"Jul","PTR","TR",11,"2022_07_07_PTR_TR_11_b_1",2022-07-07 13:47:41.5,393.034618851042,-1.58455649406933,6.22615776573073e-66,0.987058581566298,3.89653706650395,333.415437264734,-1.66620262241779,0.0150564236692923,18108.6053038287,0.94610186360184,1.6458482705004e-78,0.994478054161316,2.54527049691686,250.399570657768,0.998406956246727,1.38766365220652,333.437508628465,TRUE,-1.66415642365186,0.0156163011609731,3.05995606807853,2022-07-07 13:47:07,2022-07-07 13:48:16,0.024,0.238,25.6,2050.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2,"Jul","PTR","TR",11,"2022_07_07_PTR_TR_11_b_2",2022-07-07 13:50:41.5,395.869161334356,-1.05591717702081,1.43903228619463e-56,0.975604098926452,3.97623327977494,255.915053302898,-1.23975870628545,0.00865580808780587,18182.1930383355,0.543905800124044,4.27775797820322e-86,0.996696208564066,1.46325405267386,245.156430274834,0.997324240521842,1.33665537433223,255.960165908723,TRUE,-1.24118866028197,0.00899666359072729,1.50903923842821,2022-07-07 13:50:07,2022-07-07 13:51:16,0.024,0.238,25.6,2056.26,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1,"Jul","PTR","TR",12,"2022_07_07_PTR_TR_12_1",2022-07-07 13:30:36.5,324.108331458491,-0.594146180176435,8.29134413615519e-55,0.972516108775108,2.38156444791483,196.502821357394,-0.699196551496934,0.00566245455704607,17367.8318561694,0.355812172043763,9.91273889535383e-82,0.995559956379589,0.957231201827572,195.050579560135,0.995892662401789,0.934514225902984,196.503526377417,TRUE,-0.699059988251225,0.00613627340824416,0.939870572499258,2022-07-07 13:30:02,2022-07-07 13:31:11,0.02,0.214873684210526,24.9,2077.04,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2,"Jul","PTR","TR",12,"2022_07_07_PTR_TR_12_2",2022-07-07 13:33:36.5,323.823915338166,-0.615653883634251,1.06032363477379e-55,0.974128697067706,2.37673110685913,208.545503793338,-0.718998854489473,0.00617109704868013,17298.0432036219,0.387773786555418,5.05576998812019e-80,0.99501566542577,1.0432166095094,205.124572260641,0.995517026287743,1.00423761493066,208.602881903123,TRUE,-0.717767039885095,0.00632597312582615,1.12188214966283,2022-07-07 13:33:02,2022-07-07 13:34:11,0.02,0.212221052631579,24.9610526315789,2060.35,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1,"Jul","PTR","TR",13,"2022_07_07_PTR_TR_13_1",2022-07-07 14:05:08.5,418.528374347634,-1.68567455308102,4.7872532041308e-65,0.986258575966725,4.6748004651208,333.969405490797,-1.94131550460549,0.0151161186977289,17287.9223622833,0.949852925533421,6.93283072786253e-83,0.995894080744207,2.5553618704083,226.397244512029,0.999165947025879,1.16903230923833,334.015183393878,TRUE,-1.93822724179921,0.0159559383902112,2.94793178136087,2022-07-07 14:04:34,2022-07-07 14:05:43,0.012,0.119905263157895,27.6978947368421,2109.79,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2,"Jul","PTR","TR",13,"2022_07_07_PTR_TR_13_2",2022-07-07 14:08:08.5,412.33580916081,-1.64683176920286,1.1248045664793e-64,0.985909025362414,4.47252833648183,326.31796557062,-1.83411963729279,0.0143121452592259,17155.2727365613,0.899333573450799,8.01845669159354e-83,0.99587647591244,2.41945111774397,236.262868071845,0.998924200712214,1.25438455788301,326.336361542249,TRUE,-1.83261779708079,0.0148022552132631,3.06149110968002,2022-07-07 14:07:34,2022-07-07 14:08:43,0.012,0.120284210526316,28.7926315789474,2075.83,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
