"RepNumber","Month","Site","Zone","Replicate","Plot","TIMESTAMP","HM81_AIC","HM81_flux.estimate","HM81_p.value","HM81_r.squared","HM81_RMSE","lin_AIC","lin_flux.estimate","lin_flux.std.error","lin_int.estimate","lin_int.std.error","lin_p.value","lin_r.squared","lin_RMSE","poly_AIC","poly_r.squared","poly_RMSE","rob_AIC","rob_converged","rob_flux.estimate","rob_flux.std.error","rob_RMSE","TIMESTAMP_min","TIMESTAMP_max","soilp_c","soilp_m","soilp_t","CO2_initial","CO2_lin_pass","CO2_HM81_pass","CO2_poly_pass","CO2_init_conc","CO2_neg_flux","CO2_rejected_model","CO2_rejected_negflux","CO2_flux_rejected","CO2_rejected_manual"
1,"Jul","PTR","TR",10,"2022_07_07_PTR_TR_10_1",2022-07-07 13:20:30.5,570.090650458044,3.46196124248365,1.09116009844234e-55,0.974106882633204,13.8014570106956,392.17026176803,4.17957363675393,0.0229079048257344,3769.528892252,1.43946609918022,3.17482935890156e-93,0.997961412112355,3.8725540393791,388.425083046495,0.998174941674101,3.71923508296072,392.207431568491,TRUE,4.18219516548103,0.024312833223573,4.49916936647953,2022-07-07 13:19:56,2022-07-07 13:21:05,0.017,0.227126315789474,24.7,437.733,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,"Jul","PTR","TR",10,"2022_07_07_PTR_TR_10_2",2022-07-07 13:23:31.5,563.965489917431,2.90730969485913,1.81140746899671e-52,0.967800160161776,13.210646008867,401.414384691983,3.58552534562792,0.0244715566325836,3673.05088902375,1.53772142999305,9.17823025486576e-87,0.996842429721953,4.13688751583016,403.876401470573,0.99691104871414,4.15322268902091,401.438699343137,TRUE,3.5818537316691,0.025745868568558,4.59464820805117,2022-07-07 13:22:57,2022-07-07 13:24:06,0.0172526315789474,0.226747368421053,24.7,426.237,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,"Jul","PTR","TR",11,"2022_07_07_PTR_TR_11_1",2022-07-07 13:39:57.5,830.699259930521,21.3541202655399,1.19893108943483e-55,0.97403507974868,88.7891301900234,533.068112754707,26.873755126969,0.0626707769241622,4930.96407129698,3.93804930996021,1.95032744260039e-118,0.999630323553629,10.5944202306992,523.024897433534,0.999697521321083,9.72738661718242,533.207355547904,TRUE,26.8967233219086,0.0653770403195202,11.5598623992821,2022-07-07 13:39:23,2022-07-07 13:40:32,0.0211578947368421,0.207,25.4,551.502,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,"Jul","PTR","TR",11,"2022_07_07_PTR_TR_11_2",2022-07-07 13:42:57.5,808.324618102881,18.7193142484517,3.02224287246234e-56,0.975066017869611,75.6748115415201,563.374550162943,23.368680364737,0.0778177702232588,4867.72185433659,4.88984230562805,6.37754243718595e-108,0.999246521705532,13.1550014157131,547.100970324548,0.99943598680746,11.5526773941897,563.513041772536,TRUE,23.3402559419097,0.0728062615031676,10.8612577459964,2022-07-07 13:42:23,2022-07-07 13:43:32,0.025,0.236,25.6,546.453,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,"Jul","PTR","TR",11,"2022_07_07_PTR_TR_11_b_1",2022-07-07 13:47:41.5,776.368762373055,19.92132943688,2.08511786903636e-62,0.983570143861927,60.2311254156966,647.689617602697,22.8917029906059,0.142112684518932,4382.06227293291,8.92994768332933,1.48668758197374e-89,0.997386143598661,24.0239801355624,559.811001707088,0.999296526432801,12.6505811846874,647.895777470648,TRUE,22.8420020772042,0.151768046394859,25.4190021523237,2022-07-07 13:47:07,2022-07-07 13:48:16,0.024,0.238,25.6,490.244,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,"Jul","PTR","TR",11,"2022_07_07_PTR_TR_11_b_2",2022-07-07 13:50:41.5,775.12999623697,14.8288459402327,8.22641949961726e-57,0.976001922067879,59.7005314661132,538.993093222683,18.7911617501019,0.0653800097407854,5395.81624488922,4.10828961888338,1.25553088858168e-106,0.999177503118465,11.0524128130608,506.140038850164,0.999514163335632,8.62219021066203,539.130780086368,TRUE,18.8070232531611,0.0693990292863587,11.4660726069649,2022-07-07 13:50:07,2022-07-07 13:51:16,0.024,0.238,25.6,604.731,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1,"Jul","PTR","TR",12,"2022_07_07_PTR_TR_12_1",2022-07-07 13:30:36.5,603.668022427936,4.37102493135334,2.99845216480468e-55,0.973325801063422,17.5422549355188,414.848892438588,5.23469565567381,0.0269362310340137,3531.62783892989,1.69259439953631,4.38021469317102e-95,0.998202708834135,4.55353778924539,415.00910095102,0.998298642504064,4.49697013403082,414.887587952735,TRUE,5.23435301465623,0.0271506288272468,4.63581962091827,2022-07-07 13:30:02,2022-07-07 13:31:11,0.02,0.214873684210526,24.9,420.427,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,"Jul","PTR","TR",12,"2022_07_07_PTR_TR_12_2",2022-07-07 13:33:36.5,600.474020083594,3.61854915077204,8.69541354998061e-54,0.97055000379188,17.1465714097871,415.520357184747,4.86879152271833,0.0270657322664088,3423.42230122566,1.70073188025543,8.29360299198086e-93,0.997903019197628,4.57542981841311,419.100856035711,0.997915548557496,4.63034180103213,415.739035484658,TRUE,4.87705073734735,0.0258430728020181,3.84941926197579,2022-07-07 13:33:02,2022-07-07 13:34:11,0.02,0.212221052631579,24.9610526315789,407.832,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,"Jul","PTR","TR",13,"2022_07_07_PTR_TR_13_1",2022-07-07 14:05:08.5,NA,NA,NA,NA,NA,450.421632739299,7.21304937828527,0.0347285897947636,3479.43777659183,2.18224355575896,4.79851793212509e-97,0.998426157207391,5.87082676109994,440.043496191875,0.998718388440727,5.37748598173853,450.578019386506,TRUE,7.22167212398219,0.0348963919210834,5.15409895209766,2022-07-07 14:04:34,2022-07-07 14:05:43,0.012,0.119905263157895,27.6978947368421,422.973,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,"Jul","PTR","TR",13,"2022_07_07_PTR_TR_13_2",2022-07-07 14:08:08.5,NA,NA,NA,NA,NA,429.530315549548,6.85367195022196,0.0299143879472089,3571.78511839922,1.87973311637644,6.1321355345195e-100,0.99870622044368,5.05699166998366,432.63143666368,0.998722727817723,5.10018948507281,429.531388619315,TRUE,6.85463473758074,0.0329934277188761,5.74733483697852,2022-07-07 14:07:34,2022-07-07 14:08:43,0.012,0.120284210526316,28.7926315789474,432.656,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
