InstrumentSerialNumber,Plot_ID,SN,Date,Time_start,First_Timestamp,Last_Timestamp,Total_Time,drop,Notes
TG10-01028,2022_07_07_PTR_UP_5_b_2,TG10-01028,7/7/2022,12:24:53,7/7/2022 12:24,7/7/2022 12:26,60,FALSE,
TG10-01028,2022_07_07_PTR_UP_6_1,TG10-01028,7/7/2022,12:42:30,7/7/2022 12:42,7/7/2022 12:44,60,FALSE,
TG10-01028,2022_07_07_PTR_UP_6_2,TG10-01028,7/7/2022,12:45:30,7/7/2022 12:45,7/7/2022 12:47,60,FALSE,
TG10-01028,2022_07_07_PTR_UP_7_1,TG10-01028,7/7/2022,12:52:48,7/7/2022 12:52,7/7/2022 12:54,60,FALSE,
TG10-01028,2022_07_07_PTR_UP_7_2,TG10-01028,7/7/2022,12:55:49,7/7/2022 12:55,7/7/2022 12:57,60,FALSE,
TG10-01028,2022_07_07_PTR_UP_8_1,TG10-01028,7/7/2022,12:59:48,7/7/2022 12:59,7/7/2022 13:01,60,FALSE,
TG10-01028,2022_07_07_PTR_UP_8_2,TG10-01028,7/7/2022,13:02:48,7/7/2022 13:02,7/7/2022 13:04,60,FALSE,
TG10-01028,2022_07_07_PTR_W_17_1,TG10-01028,7/7/2022,14:34:47,7/7/2022 14:34,7/7/2022 14:36,60,FALSE,
TG10-01028,2022_07_07_PTR_W_17_2,TG10-01028,7/7/2022,14:37:47,7/7/2022 14:37,7/7/2022 14:39,60,FALSE,
TG10-01028,2022_07_07_PTR_W_18_1,TG10-01028,7/7/2022,14:44:03,7/7/2022 14:44,7/7/2022 14:46,60,FALSE,
TG10-01028,2022_07_07_PTR_W_18_2,TG10-01028,7/7/2022,14:47:03,7/7/2022 14:47,7/7/2022 14:49,60,FALSE,
TG10-01028,2022_07_07_PTR_W_19_1,TG10-01028,7/7/2022,14:52:34,7/7/2022 14:52,7/7/2022 14:54,60,FALSE,
TG10-01028,2022_07_07_PTR_W_19_2,TG10-01028,7/7/2022,14:55:33,7/7/2022 14:55,7/7/2022 14:57,60,FALSE,
TG10-01028,2022_07_07_PTR_W_20_1,TG10-01028,7/7/2022,15:00:36,7/7/2022 15:00,7/7/2022 15:02,60,FALSE,
TG10-01028,2022_07_07_PTR_W_20_2,TG10-01028,7/7/2022,15:03:36,7/7/2022 15:03,7/7/2022 15:05,60,FALSE,
TG10-01028,2022_07_07_PTR_W_21_1,TG10-01028,7/7/2022,15:08:03,7/7/2022 15:08,7/7/2022 15:10,60,FALSE,
TG10-01028,2022_07_07_PTR_W_21_2,TG10-01028,7/7/2022,15:11:03,7/7/2022 15:11,7/7/2022 15:13,60,FALSE,
TG10-01028,2022_07_07_PTR_W_22_1,TG10-01028,7/7/2022,15:15:50,7/7/2022 15:15,7/7/2022 15:17,60,FALSE,
TG10-01028,2022_07_07_PTR_W_22_2,TG10-01028,7/7/2022,15:18:50,7/7/2022 15:18,7/7/2022 15:20,60,FALSE,
TG10-01028,2022_07_07_PTR_W_23_1,TG10-01028,7/7/2022,15:22:48,7/7/2022 15:22,7/7/2022 15:24,60,FALSE,
TG10-01028,2022_07_07_PTR_W_23_2,TG10-01028,7/7/2022,15:25:48,7/7/2022 15:25,7/7/2022 15:27,60,FALSE,
TG10-01028,2022_07_07_PTR_W_24_1,TG10-01028,7/7/2022,15:30:23,7/7/2022 15:30,7/7/2022 15:32,60,FALSE,
TG10-01028,2022_07_07_PTR_W_24_2,TG10-01028,7/7/2022,15:33:23,7/7/2022 15:33,7/7/2022 15:35,60,FALSE,
TG10-01028,2022_07_08_CRC_TR_33_1,TG10-01028,7/8/2022,13:58:21,7/8/2022 13:58,7/8/2022 14:00,60,FALSE,
TG10-01028,2022_07_08_CRC_TR_33_2,TG10-01028,7/8/2022,14:01:21,7/8/2022 14:01,7/8/2022 14:03,60,FALSE,
TG10-01028,2022_07_08_CRC_TR_34_1,TG10-01028,7/8/2022,14:06:00,7/8/2022 14:06,7/8/2022 14:07,60,FALSE,
TG10-01028,2022_07_08_CRC_TR_34_2,TG10-01028,7/8/2022,14:09:00,7/8/2022 14:09,7/8/2022 14:10,60,FALSE,
TG10-01028,2022_07_08_CRC_TR_35_1,TG10-01028,7/8/2022,14:12:22,7/8/2022 14:12,7/8/2022 14:14,60,FALSE,
TG10-01028,2022_07_08_CRC_TR_35_2,TG10-01028,7/8/2022,14:15:22,7/8/2022 14:15,7/8/2022 14:17,60,FALSE,
TG10-01028,2022_07_08_CRC_TR_36_1,TG10-01028,7/8/2022,14:19:00,7/8/2022 14:19,7/8/2022 14:20,60,FALSE,
TG10-01028,2022_07_08_CRC_TR_36_2,TG10-01028,7/8/2022,14:22:00,7/8/2022 14:22,7/8/2022 14:24,60,FALSE,
TG10-01028,2022_07_08_CRC_TR_37_1,TG10-01028,7/8/2022,14:25:48,7/8/2022 14:25,7/8/2022 14:27,60,FALSE,
TG10-01028,2022_07_08_CRC_TR_37_2,TG10-01028,7/8/2022,14:28:49,7/8/2022 14:28,7/8/2022 14:30,60,FALSE,
TG10-01028,2022_07_08_CRC_UP_25_1,TG10-01028,7/8/2022,10:35:19,7/8/2022 10:35,7/8/2022 10:37,60,FALSE,
TG10-01028,2022_07_08_CRC_UP_25_2,TG10-01028,7/8/2022,10:38:19,7/8/2022 10:38,7/8/2022 10:40,60,FALSE,
TG10-01028,2022_07_08_CRC_UP_26_1,TG10-01028,7/8/2022,10:51:35,7/8/2022 10:51,7/8/2022 10:53,60,FALSE,
TG10-01028,2022_07_08_CRC_UP_26_2,TG10-01028,7/8/2022,10:54:35,7/8/2022 10:54,7/8/2022 10:56,60,FALSE,
TG10-01028,2022_07_08_CRC_UP_26_b_1,TG10-01028,7/8/2022,10:58:07,7/8/2022 10:58,7/8/2022 11:00,60,FALSE,
TG10-01028,2022_07_08_CRC_UP_26_b_2,TG10-01028,7/8/2022,11:01:08,7/8/2022 11:01,7/8/2022 11:03,60,FALSE,
TG10-01028,2022_07_08_CRC_UP_27_1,TG10-01028,7/8/2022,11:13:45,7/8/2022 11:13,7/8/2022 11:15,60,FALSE,
TG10-01028,2022_07_08_CRC_UP_27_2,TG10-01028,7/8/2022,11:16:45,7/8/2022 11:16,7/8/2022 11:18,60,FALSE,
TG10-01028,2022_07_08_CRC_UP_28_1,TG10-01028,7/8/2022,11:39:32,7/8/2022 11:39,7/8/2022 11:41,60,FALSE,
TG10-01028,2022_07_08_CRC_UP_28_2,TG10-01028,7/8/2022,11:42:32,7/8/2022 11:42,7/8/2022 11:44,60,FALSE,
TG10-01028,2022_07_08_CRC_UP_28_b_1,TG10-01028,7/8/2022,11:45:58,7/8/2022 11:45,7/8/2022 11:47,60,FALSE,
TG10-01028,2022_07_08_CRC_UP_28_b_2,TG10-01028,7/8/2022,11:48:59,7/8/2022 11:48,7/8/2022 11:50,60,FALSE,
TG10-01028,2022_07_08_CRC_UP_29_1,TG10-01028,7/8/2022,11:31:17,7/8/2022 11:31,7/8/2022 11:33,60,FALSE,
TG10-01028,2022_07_08_CRC_UP_29_2,TG10-01028,7/8/2022,11:34:18,7/8/2022 11:34,7/8/2022 11:36,60,FALSE,
TG10-01028,2022_07_08_CRC_UP_29_b_1,TG10-01028,7/8/2022,11:53:14,7/8/2022 11:53,7/8/2022 11:55,60,FALSE,
TG10-01028,2022_07_08_CRC_UP_29_b_2,TG10-01028,7/8/2022,11:56:14,7/8/2022 11:56,7/8/2022 11:58,60,FALSE,
TG10-01028,2022_07_08_CRC_UP_30_1,TG10-01028,7/8/2022,11:21:48,7/8/2022 11:21,7/8/2022 11:23,60,FALSE,
TG10-01028,2022_07_08_CRC_UP_30_2,TG10-01028,7/8/2022,11:24:48,7/8/2022 11:24,7/8/2022 11:26,60,FALSE,
TG10-01028,2022_07_08_CRC_UP_31_1,TG10-01028,7/8/2022,10:42:55,7/8/2022 10:42,7/8/2022 10:44,60,FALSE,
TG10-01028,2022_07_08_CRC_UP_31_2,TG10-01028,7/8/2022,10:45:56,7/8/2022 10:45,7/8/2022 10:47,60,FALSE,
TG10-01028,2022_07_08_CRC_UP_32_1,TG10-01028,7/8/2022,11:06:04,7/8/2022 11:06,7/8/2022 11:08,60,FALSE,
TG10-01028,2022_07_08_CRC_UP_32_2,TG10-01028,7/8/2022,11:09:04,7/8/2022 11:09,7/8/2022 11:11,60,FALSE,
TG10-01028,2022_07_08_CRC_W_41_1,TG10-01028,7/8/2022,13:01:42,7/8/2022 13:01,7/8/2022 13:03,60,FALSE,
TG10-01028,2022_07_08_CRC_W_41_2,TG10-01028,7/8/2022,13:04:43,7/8/2022 13:04,7/8/2022 13:06,60,FALSE,
TG10-01028,2022_07_08_CRC_W_42_1,TG10-01028,7/8/2022,13:12:30,7/8/2022 13:12,7/8/2022 13:14,60,FALSE,
TG10-01028,2022_07_08_CRC_W_42_2,TG10-01028,7/8/2022,13:15:31,7/8/2022 13:15,7/8/2022 13:17,60,FALSE,
TG10-01028,2022_07_08_CRC_W_43_1,TG10-01028,7/8/2022,13:22:11,7/8/2022 13:22,7/8/2022 13:24,60,FALSE,
TG10-01028,2022_07_08_CRC_W_43_2,TG10-01028,7/8/2022,13:25:11,7/8/2022 13:25,7/8/2022 13:27,60,FALSE,
TG10-01028,2022_07_08_CRC_W_44_1,TG10-01028,7/8/2022,13:45:28,7/8/2022 13:45,7/8/2022 13:47,60,FALSE,
TG10-01028,2022_07_08_CRC_W_44_2,TG10-01028,7/8/2022,13:48:29,7/8/2022 13:48,7/8/2022 13:50,60,FALSE,
TG10-01028,2022_07_08_CRC_W_45_1,TG10-01028,7/8/2022,13:35:47,7/8/2022 13:35,7/8/2022 13:37,60,FALSE,
TG10-01028,2022_07_08_CRC_W_45_2,TG10-01028,7/8/2022,13:38:48,7/8/2022 13:38,7/8/2022 13:40,60,FALSE,
TG10-01028,2022_07_12_CRC_TR_34_1,TG10-01028,7/12/2022,11:22:24,7/12/2022 11:22,7/12/2022 11:24,60,FALSE,
TG10-01028,2022_07_12_CRC_TR_34_2,TG10-01028,7/12/2022,11:25:24,7/12/2022 11:25,7/12/2022 11:27,60,FALSE,
TG10-01028,2022_07_12_CRC_TR_36_1,TG10-01028,7/12/2022,11:41:20,7/12/2022 11:41,7/12/2022 11:43,60,FALSE,
TG10-01028,2022_07_12_CRC_TR_36_2,TG10-01028,7/12/2022,11:44:20,7/12/2022 11:44,7/12/2022 11:46,60,FALSE,
TG10-01028,2022_07_12_CRC_TR_37_1,TG10-01028,7/12/2022,12:00:11,7/12/2022 12:00,7/12/2022 12:02,60,FALSE,
TG10-01028,2022_07_12_CRC_TR_37_2,TG10-01028,7/12/2022,12:03:11,7/12/2022 12:03,7/12/2022 12:05,60,FALSE,
TG10-01028,2022_07_12_CRC_TR_40_1,TG10-01028,7/12/2022,12:20:55,7/12/2022 12:20,7/12/2022 12:22,60,FALSE,
TG10-01028,2022_07_12_CRC_TR_40_2,TG10-01028,7/12/2022,12:23:55,7/12/2022 12:23,7/12/2022 12:25,60,FALSE,
TG10-01028,2022_07_12_CRC_TR_45_b_1,TG10-01028,7/12/2022,10:49:57,7/12/2022 10:49,7/12/2022 10:51,60,FALSE,
TG10-01028,2022_07_12_CRC_TR_45_b_2,TG10-01028,7/12/2022,10:52:58,7/12/2022 10:52,7/12/2022 10:54,60,FALSE,
TG10-01028,2022_07_12_CRC_TR_45_d_1,TG10-01028,7/12/2022,10:56:21,7/12/2022 10:56,7/12/2022 10:58,60,FALSE,
TG10-01028,2022_07_12_CRC_TR_45_d_2,TG10-01028,7/12/2022,10:59:21,7/12/2022 10:59,7/12/2022 11:01,60,FALSE,
TG10-01028,2022_07_12_CRC_UP_25_1,TG10-01028,7/12/2022,13:29:48,7/12/2022 13:29,7/12/2022 13:31,60,FALSE,
TG10-01028,2022_07_12_CRC_UP_25_2,TG10-01028,7/12/2022,13:32:48,7/12/2022 13:32,7/12/2022 13:34,60,FALSE,
TG10-01028,2022_07_12_CRC_UP_27_1,TG10-01028,7/12/2022,13:05:22,7/12/2022 13:05,7/12/2022 13:07,60,FALSE,
TG10-01028,2022_07_12_CRC_UP_27_2,TG10-01028,7/12/2022,13:08:22,7/12/2022 13:08,7/12/2022 13:10,60,FALSE,
TG10-01028,2022_07_12_CRC_UP_29_b_1,TG10-01028,7/12/2022,13:14:16,7/12/2022 13:14,7/12/2022 13:16,60,FALSE,
TG10-01028,2022_07_12_CRC_UP_29_b_2,TG10-01028,7/12/2022,13:17:17,7/12/2022 13:17,7/12/2022 13:19,60,FALSE,
TG10-01028,2022_07_12_CRC_UP_30_1,TG10-01028,7/12/2022,13:21:53,7/12/2022 13:21,7/12/2022 13:23,60,FALSE,
TG10-01028,2022_07_12_CRC_UP_30_2,TG10-01028,7/12/2022,13:24:53,7/12/2022 13:24,7/12/2022 13:26,60,FALSE,
TG10-01028,2022_07_12_CRC_UP_32_b_1,TG10-01028,7/12/2022,12:57:05,7/12/2022 12:57,7/12/2022 12:59,60,FALSE,
TG10-01028,2022_07_12_CRC_UP_32_b_2,TG10-01028,7/12/2022,13:00:05,7/12/2022 13:00,7/12/2022 13:02,60,FALSE,
TG10-01028,2022_07_12_CRC_W_41_1,TG10-01028,7/12/2022,10:38:13,7/12/2022 10:38,7/12/2022 10:40,60,FALSE,
TG10-01028,2022_07_12_CRC_W_41_2,TG10-01028,7/12/2022,10:41:13,7/12/2022 10:41,7/12/2022 10:43,60,FALSE,
TG10-01028,2022_07_12_CRC_W_43Firt_1,TG10-01028,7/12/2022,12:11:54,7/12/2022 12:11,7/12/2022 12:13,60,FALSE,
TG10-01028,2022_07_12_CRC_W_43Firt_2,TG10-01028,7/12/2022,12:14:55,7/12/2022 12:14,7/12/2022 12:16,60,FALSE,
TG10-01028,2022_07_12_CRC_W_43_1,TG10-01028,7/12/2022,11:09:41,7/12/2022 11:09,7/12/2022 11:11,60,FALSE,
TG10-01028,2022_07_12_CRC_W_43_2,TG10-01028,7/12/2022,11:12:42,7/12/2022 11:12,7/12/2022 11:14,60,FALSE,
TG10-01028,2022_07_12_CRC_W_45_1,TG10-01028,7/12/2022,11:31:35,7/12/2022 11:31,7/12/2022 11:33,60,FALSE,
TG10-01028,2022_07_12_CRC_W_45_2,TG10-01028,7/12/2022,11:34:35,7/12/2022 11:34,7/12/2022 11:36,60,FALSE,
TG10-01028,2022_07_12_CRC_W_47_1,TG10-01028,7/12/2022,11:51:22,7/12/2022 11:51,7/12/2022 11:53,60,FALSE,
TG10-01028,2022_07_12_CRC_W_47_2,TG10-01028,7/12/2022,11:54:23,7/12/2022 11:54,7/12/2022 11:56,60,FALSE,
TG10-01028,2022_07_14_OWC_TR_58_1,TG10-01028,7/14/2022,12:27:34,7/14/2022 12:27,7/14/2022 12:29,60,FALSE,
TG10-01028,2022_07_14_OWC_TR_58_2,TG10-01028,7/14/2022,12:30:34,7/14/2022 12:30,7/14/2022 12:32,60,FALSE,
TG10-01028,2022_07_14_OWC_TR_60_1,TG10-01028,7/14/2022,14:21:33,7/14/2022 14:21,7/14/2022 14:23,60,FALSE,
TG10-01028,2022_07_14_OWC_TR_60_2,TG10-01028,7/14/2022,14:24:33,7/14/2022 14:24,7/14/2022 14:26,60,FALSE,
TG10-01028,2022_07_14_OWC_TR_61_1,TG10-01028,7/14/2022,14:30:58,7/14/2022 14:30,7/14/2022 14:32,60,FALSE,
TG10-01028,2022_07_14_OWC_TR_61_2,TG10-01028,7/14/2022,14:33:58,7/14/2022 14:33,7/14/2022 14:35,60,FALSE,
TG10-01028,2022_07_14_OWC_TR_63_1,TG10-01028,7/14/2022,13:35:35,7/14/2022 13:35,7/14/2022 13:37,60,FALSE,
TG10-01028,2022_07_14_OWC_TR_63_2,TG10-01028,7/14/2022,13:38:35,7/14/2022 13:38,7/14/2022 13:40,60,FALSE,
TG10-01028,2022_07_14_OWC_TR_64_1,TG10-01028,7/14/2022,13:23:46,7/14/2022 13:23,7/14/2022 13:25,60,FALSE,
TG10-01028,2022_07_14_OWC_TR_64_2,TG10-01028,7/14/2022,13:26:47,7/14/2022 13:26,7/14/2022 13:28,60,FALSE,
TG10-01028,2022_07_14_OWC_UP_49_1,TG10-01028,7/14/2022,12:10:47,7/14/2022 12:10,7/14/2022 12:12,60,FALSE,
TG10-01028,2022_07_14_OWC_UP_49_2,TG10-01028,7/14/2022,12:13:48,7/14/2022 12:13,7/14/2022 12:15,60,FALSE,
TG10-01028,2022_07_14_OWC_UP_51_1,TG10-01028,7/14/2022,12:53:58,7/14/2022 12:53,7/14/2022 12:55,60,FALSE,
TG10-01028,2022_07_14_OWC_UP_51_2,TG10-01028,7/14/2022,12:56:59,7/14/2022 12:56,7/14/2022 12:58,60,FALSE,
TG10-01028,2022_07_14_OWC_UP_52_1,TG10-01028,7/14/2022,13:07:34,7/14/2022 13:07,7/14/2022 13:09,60,FALSE,
TG10-01028,2022_07_14_OWC_UP_52_2,TG10-01028,7/14/2022,13:10:34,7/14/2022 13:10,7/14/2022 13:12,60,FALSE,
TG10-01028,2022_07_14_OWC_UP_55_b_1,TG10-01028,7/14/2022,13:58:28,7/14/2022 13:58,7/14/2022 14:00,60,FALSE,
TG10-01028,2022_07_14_OWC_UP_55_b_2,TG10-01028,7/14/2022,14:01:28,7/14/2022 14:01,7/14/2022 14:03,60,FALSE,
TG10-01028,2022_07_14_OWC_UP_56_1,TG10-01028,7/14/2022,14:41:01,7/14/2022 14:41,7/14/2022 14:43,60,FALSE,
TG10-01028,2022_07_14_OWC_UP_56_2,TG10-01028,7/14/2022,14:44:01,7/14/2022 14:44,7/14/2022 14:46,60,FALSE,
TG10-01028,2022_07_18_PTR_TR_10_1,TG10-01028,7/18/2022,11:24:50,7/18/2022 11:24,7/18/2022 11:26,60,FALSE,
TG10-01028,2022_07_18_PTR_TR_10_2,TG10-01028,7/18/2022,11:27:50,7/18/2022 11:27,7/18/2022 11:29,60,FALSE,
TG10-01028,2022_07_18_PTR_TR_12_b_1,TG10-01028,7/18/2022,11:17:02,7/18/2022 11:17,7/18/2022 11:19,60,FALSE,
TG10-01028,2022_07_18_PTR_TR_12_b_2,TG10-01028,7/18/2022,11:20:03,7/18/2022 11:20,7/18/2022 11:22,60,FALSE,
TG10-01028,2022_07_18_PTR_TR_13_1,TG10-01028,7/18/2022,12:40:50,7/18/2022 12:40,7/18/2022 12:42,60,FALSE,
TG10-01028,2022_07_18_PTR_TR_13_2,TG10-01028,7/18/2022,12:43:50,7/18/2022 12:43,7/18/2022 12:45,60,FALSE,
TG10-01028,2022_07_18_PTR_TR_14_1,TG10-01028,7/18/2022,13:27:11,7/18/2022 13:27,7/18/2022 13:29,60,FALSE,
TG10-01028,2022_07_18_PTR_TR_14_2,TG10-01028,7/18/2022,13:30:11,7/18/2022 13:30,7/18/2022 13:32,60,FALSE,
TG10-01028,2022_07_18_PTR_TR_9_1,TG10-01028,7/18/2022,12:27:08,7/18/2022 12:27,7/18/2022 12:29,60,FALSE,
TG10-01028,2022_07_18_PTR_TR_9_2,TG10-01028,7/18/2022,12:30:08,7/18/2022 12:30,7/18/2022 12:32,60,FALSE,
TG10-01028,2022_07_18_PTR_TR_9_b_1,TG10-01028,7/18/2022,12:32:41,7/18/2022 12:32,7/18/2022 12:34,60,FALSE,
TG10-01028,2022_07_18_PTR_TR_9_b_2,TG10-01028,7/18/2022,12:35:41,7/18/2022 12:35,7/18/2022 12:37,60,FALSE,
TG10-01028,2022_07_18_PTR_UPDmonTRtion_1,TG10-01028,7/18/2022,14:01:18,7/18/2022 14:01,7/18/2022 14:03,60,FALSE,
TG10-01028,2022_07_18_PTR_UPDmonTRtion_2,TG10-01028,7/18/2022,14:04:19,7/18/2022 14:04,7/18/2022 14:06,60,FALSE,
TG10-01028,2022_07_18_PTR_UP_20_b_1,TG10-01028,7/18/2022,12:53:52,7/18/2022 12:53,7/18/2022 12:55,60,FALSE,
TG10-01028,2022_07_18_PTR_UP_20_b_2,TG10-01028,7/18/2022,12:56:52,7/18/2022 12:56,7/18/2022 12:58,60,FALSE,
TG10-01028,2022_07_18_PTR_UP_20_c_1,TG10-01028,7/18/2022,12:59:40,7/18/2022 12:59,7/18/2022 13:01,60,FALSE,
TG10-01028,2022_07_18_PTR_UP_20_c_2,TG10-01028,7/18/2022,13:02:41,7/18/2022 13:02,7/18/2022 13:04,60,FALSE,
TG10-01028,2022_07_18_PTR_UP_23_1,TG10-01028,7/18/2022,13:08:12,7/18/2022 13:08,7/18/2022 13:10,60,FALSE,
TG10-01028,2022_07_18_PTR_UP_23_2,TG10-01028,7/18/2022,13:11:12,7/18/2022 13:11,7/18/2022 13:13,60,FALSE,
TG10-01028,2022_07_18_PTR_UP_23_b_1,TG10-01028,7/18/2022,13:14:23,7/18/2022 13:14,7/18/2022 13:16,60,FALSE,
TG10-01028,2022_07_18_PTR_UP_23_b_2,TG10-01028,7/18/2022,13:17:24,7/18/2022 13:17,7/18/2022 13:19,60,FALSE,
TG10-01028,2022_07_18_PTR_UP_2_1,TG10-01028,7/18/2022,13:39:06,7/18/2022 13:39,7/18/2022 13:41,60,FALSE,
TG10-01028,2022_07_18_PTR_UP_2_2,TG10-01028,7/18/2022,13:42:06,7/18/2022 13:42,7/18/2022 13:44,60,FALSE,
TG10-01028,2022_07_18_PTR_UP_3_1,TG10-01028,7/18/2022,11:07:59,7/18/2022 11:07,7/18/2022 11:09,60,FALSE,
TG10-01028,2022_07_18_PTR_UP_3_2,TG10-01028,7/18/2022,11:10:59,7/18/2022 11:10,7/18/2022 11:12,60,FALSE,
TG10-01028,2022_07_18_PTR_UP_5_1,TG10-01028,7/18/2022,10:58:16,7/18/2022 10:58,7/18/2022 11:00,60,FALSE,
TG10-01028,2022_07_18_PTR_UP_5_2,TG10-01028,7/18/2022,11:01:17,7/18/2022 11:01,7/18/2022 11:03,60,FALSE,
TG10-01028,2022_07_18_PTR_UP_6_1,TG10-01028,7/18/2022,11:54:43,7/18/2022 11:54,7/18/2022 11:56,60,FALSE,
TG10-01028,2022_07_18_PTR_UP_6_2,TG10-01028,7/18/2022,11:57:43,7/18/2022 11:57,7/18/2022 11:59,60,FALSE,
TG10-01028,2022_07_18_PTR_UP_8_1,TG10-01028,7/18/2022,12:03:02,7/18/2022 12:03,7/18/2022 12:05,60,FALSE,
TG10-01028,2022_07_18_PTR_UP_8_2,TG10-01028,7/18/2022,12:06:02,7/18/2022 12:06,7/18/2022 12:08,60,FALSE,
TG10-01028,2022_07_18_PTR_W_17_1,TG10-01028,7/18/2022,11:35:40,7/18/2022 11:35,7/18/2022 11:37,60,FALSE,
TG10-01028,2022_07_18_PTR_W_17_2,TG10-01028,7/18/2022,11:38:40,7/18/2022 11:38,7/18/2022 11:40,60,FALSE,
TG10-01028,2022_07_18_PTR_W_21_1,TG10-01028,7/18/2022,11:43:36,7/18/2022 11:43,7/18/2022 11:45,60,FALSE,
TG10-01028,2022_07_18_PTR_W_21_2,TG10-01028,7/18/2022,11:46:36,7/18/2022 11:46,7/18/2022 11:48,60,FALSE,
