"RepNumber","Month","Site","Zone","Replicate","Plot","TIMESTAMP","HM81_AIC","HM81_flux.estimate","HM81_p.value","HM81_r.squared","HM81_RMSE","lin_AIC","lin_flux.estimate","lin_flux.std.error","lin_int.estimate","lin_int.std.error","lin_p.value","lin_r.squared","lin_RMSE","poly_AIC","poly_r.squared","poly_RMSE","rob_AIC","rob_converged","rob_flux.estimate","rob_flux.std.error","rob_RMSE","TIMESTAMP_min","TIMESTAMP_max","soilp_c","soilp_m","soilp_t","drop_CO2"
1,"Jan","PTR","OWC",NA,"2023_01_12_PTR_OWC_TR_64_1",2023-01-12 10:14:36.5,248.307510273507,1.69279657716226,2.10469071959131e-33,0.939806068213604,2.32453423252729,317.918719905184,0.527360236013225,0.0386664367928015,19506.0613089938,1.35892952356744,8.27109464612564e-19,0.781525780065646,4.42853099933227,220.986977570248,0.966297848384806,1.77380172955096,321.610868684683,TRUE,0.465042222821581,0.030714944336451,4.0250039263491,2023-01-12 10:14:10,2023-01-12 10:15:03,0.001,0.003,8.15,FALSE
2,"Jan","PTR","OWC",NA,"2023_01_12_PTR_OWC_TR_64_2",2023-01-12 10:16:01.5,165.832403745594,0.422598214133814,5.08788551479914e-16,0.720729849129771,1.08313682086841,186.265067376443,0.0993146876103313,0.01142674495278,18847.710206866,0.401592242849201,1.04571275292475e-11,0.592287505420919,1.3087240108525,156.111918309287,0.78339042653958,0.972806700306646,186.573178368497,TRUE,0.0935011889912545,0.0125890967211897,1.32755518464714,2023-01-12 10:15:35,2023-01-12 10:16:28,0.001,0.003,8.00833333333333,FALSE
1,"Jan","PTR","TR",15,"2023_01_12_PTR_TR_15_1",2023-01-12 10:25:07.5,168.240769833584,-0.141857121758613,6.84305895213291e-21,0.818165388058735,1.10756175388445,160.844054275948,-0.150009189885017,0.00903022157955261,18535.7155490723,0.317366577493752,1.91750944434245e-22,0.841441860892771,1.0342462226396,156.783493678999,0.863428034752756,0.978874741800333,160.885866579844,TRUE,-0.149482625392034,0.0088816066697092,1.23517249571684,2023-01-12 10:24:41,2023-01-12 10:25:34,0.00675,0.1502,6.46166666666667,FALSE
2,"Jan","PTR","TR",15,"2023_01_12_PTR_TR_15_2",2023-01-12 10:26:28.5,147.439871307436,-0.0928542412708247,5.2779156436677e-08,0.493508638274184,1.1510530897833,146.568661795247,-0.084504712026134,0.012663077110415,18586.2495692748,0.38669065048922,3.44900736141298e-08,0.503010980900025,1.14020444607064,149.642219399165,0.512920244144482,1.15534334333879,146.577465565268,TRUE,-0.0851715093784851,0.0137378818037357,1.30839754987296,2023-01-12 10:26:06,2023-01-12 10:26:51,0.00903571428571429,0.210428571428571,6.27857142857143,FALSE
1,"Jan","CRC","TR",34,"2023_01_20_CRC_TR_34_1",2023-01-20 11:29:32.5,228.64702162298,-0.349025403550307,3.50160738241149e-27,0.895662775801359,1.93765431843054,150.808860731115,-0.372996993241508,0.00822895018106264,16818.6075746025,0.28920594387672,1.77896224950454e-43,0.975315370317118,0.942475283256025,154.129903721776,0.97562379401564,0.955116585337863,151.043512317447,TRUE,-0.376900527695559,0.00811180373972401,0.830793412174045,2023-01-20 11:29:06,2023-01-20 11:29:59,0.001,0.0511,2.87,FALSE
2,"Jan","CRC","TR",34,"2023_01_20_CRC_TR_34_2",2023-01-20 11:30:58.5,NA,NA,NA,NA,NA,156.296890038133,-0.403469477861923,0.0086579115476582,16798.2010125718,0.304281764507936,4.35534766973335e-44,0.976615300982456,0.991604938508821,143.284734046735,0.982934788184132,0.86386384897833,156.413060026145,TRUE,-0.405444150282211,0.00858850503444387,0.863150331764595,2023-01-20 11:30:32,2023-01-20 11:31:25,0.001,0.052,2.9,FALSE
1,"Jan","CRC","TR",36,"2023_01_20_CRC_TR_36_c_1",2023-01-20 11:41:30.5,NA,NA,NA,NA,NA,149.233136497609,-0.137706251475697,0.00810976107650742,16760.3324211454,0.285017050187457,7.29570877701804e-23,0.847207528408098,0.928824357851807,142.879824489809,0.873865019710522,0.860631146725002,149.3552208753,TRUE,-0.135212276725704,0.00935520341738043,0.935725546292122,2023-01-20 11:41:04,2023-01-20 11:41:57,0.001,0.06,3.26666666666667,FALSE
2,"Jan","CRC","TR",36,"2023_01_20_CRC_TR_36_c_2",2023-01-20 11:42:55.5,165.845543802191,-0.150456659843575,4.92909870526089e-17,0.7445583441138,1.08326861109968,151.669383543547,-0.120967709466493,0.0082947787480287,16759.8603769086,0.291519484781036,5.16041153637866e-20,0.803537309195888,0.950014737977777,154.546757939491,0.807579480729056,0.958810231056968,151.683126058389,TRUE,-0.121369665759453,0.00867292987256823,0.960074235052202,2023-01-20 11:42:29,2023-01-20 11:43:22,0.001,0.059,3.4,FALSE
1,"Jan","CRC","TR",37,"2023_01_20_CRC_TR_37_1",2023-01-20 11:45:53.5,NA,NA,NA,NA,NA,163.430833097142,-0.138217497688475,0.00924912137971447,16770.8539322752,0.32505979739754,1.84421061875985e-20,0.811127977652358,1.05931717903414,166.512783746707,0.814311833724623,1.07115170503805,163.430889533916,TRUE,-0.13828568220419,0.00947873143685728,1.13894274193656,2023-01-20 11:45:27,2023-01-20 11:46:20,0.001,0.0602,3.5,FALSE
2,"Jan","CRC","TR",37,"2023_01_20_CRC_TR_37_2",2023-01-20 11:47:19.5,NA,NA,NA,NA,NA,162.759772597369,-0.184160037457135,0.00919182992515548,16787.7876408543,0.323046292779426,4.11733219592354e-26,0.885313195568704,1.0527554939254,160.704853231909,0.897478058721028,1.01506971520517,162.828174466275,TRUE,-0.182928087404325,0.00931899167762529,1.24980306728679,2023-01-20 11:46:53,2023-01-20 11:47:46,0.001,0.064,3.54833333333333,FALSE
1,"Jan","CRC","TR",38,"2023_01_20_CRC_TR_38_1",2023-01-20 11:50:33.5,163.416560225044,-0.594751103077278,6.67264098900743e-39,0.962995664422943,1.05917719292689,180.226622318289,-0.337801665111316,0.0108053904774938,16822.9232611105,0.379754778342404,2.19943962052223e-35,0.949481857473738,1.23755925444829,137.048229198059,0.978912961069647,0.815392635776694,180.461027676212,TRUE,-0.332715653047136,0.0106806755408736,1.16810620642455,2023-01-20 11:50:07,2023-01-20 11:51:00,0.001,0.0615666666666667,3.52833333333333,FALSE
2,"Jan","CRC","TR",38,"2023_01_20_CRC_TR_38_2",2023-01-20 11:51:59.5,147.654648142754,-0.22853190891558,3.21713993150361e-25,0.875900956474272,0.91534772664393,160.803388851967,-0.150090529743392,0.00902682205489257,16806.9331039565,0.317247101410362,1.84169807022531e-22,0.841686826307462,1.03385686945403,145.713055637923,0.888831119162929,0.883507369837507,160.828602405502,TRUE,-0.148966434820428,0.0093730827978503,0.944516453459882,2023-01-20 11:51:33,2023-01-20 11:52:26,0.001,0.0636,3.5,FALSE
1,"Jan","CRC","TR",39,"2023_01_20_CRC_TR_39_1",2023-01-20 11:54:20.5,NA,NA,NA,NA,NA,149.367382546556,-0.0525822945202595,0.00811984793115877,16827.4291823319,0.285371552068742,3.38840886300174e-08,0.446429491349838,0.929979622008901,148.937234575821,0.490031298768001,0.910280817028147,149.41715965032,TRUE,-0.0508455526134761,0.00811000592142053,0.773723400290463,2023-01-20 11:53:54,2023-01-20 11:54:47,0.001,0.022,3.5,FALSE
2,"Jan","CRC","TR",39,"2023_01_20_CRC_TR_39_2",2023-01-20 11:55:46.5,147.925879724817,-0.105645724427041,7.47453601332967e-13,0.631205284047156,0.917649423197446,146.747403290584,-0.0760619756744882,0.00792523806550483,16849.3249710303,0.278532000407135,4.2129730364138e-13,0.639166538562352,0.907690632013712,148.130921624415,0.656233323230144,0.903510093374832,146.946598863877,TRUE,-0.0789772045279492,0.00750104695127042,0.888706348774823,2023-01-20 11:55:20,2023-01-20 11:56:13,0.001,0.044,3.5,FALSE
1,"Jan","CRC","UP",25,"2023_01_20_CRC_UP_25_1",2023-01-20 14:40:53.5,NA,NA,NA,NA,NA,187.875069594126,-0.181210292863391,0.0115983643534372,16636.1975197535,0.407623796044024,2.75855144611499e-21,0.824385137539424,1.3283798648421,181.743482404226,0.854427924127427,1.2333812937276,187.879478653009,TRUE,-0.181451266426107,0.0119636765738069,1.00100375535776,2023-01-20 14:40:27,2023-01-20 14:41:20,0.001,0.035,4,FALSE
2,"Jan","CRC","UP",25,"2023_01_20_CRC_UP_25_2",2023-01-20 14:42:19.5,NA,NA,NA,NA,NA,169.910196583747,-0.189750875494385,0.00982099722279725,16621.9025501363,0.345158338443476,2.18322826967469e-25,0.877732971868379,1.12481506580432,154.439369798517,0.914745871624591,0.957857326663774,170.064150370681,TRUE,-0.19348527711801,0.0100491856857474,1.16545762297401,2023-01-20 14:41:53,2023-01-20 14:42:46,0.001,0.035,4,FALSE
1,"Jan","CRC","UP",26,"2023_01_20_CRC_UP_26_1",2023-01-20 14:46:15.5,217.429989288067,-0.275473561710698,9.4223208333127e-21,0.815923960777351,1.74650511991176,146.662381183868,-0.249856689069565,0.00791900144257555,16634.5795612258,0.278312814680988,1.39499794044307e-35,0.950357979245446,0.90697634126793,136.437674826284,0.96185414203102,0.810795997189332,147.486147512246,TRUE,-0.256255543233384,0.00711532499143468,0.55177125008319,2023-01-20 14:45:49,2023-01-20 14:46:42,0.001,0.023,4.1,FALSE
2,"Jan","CRC","UP",26,"2023_01_20_CRC_UP_26_2",2023-01-20 14:47:41.5,NA,NA,NA,NA,NA,156.778213319385,-0.0995484783398243,0.00869658334673763,16595.3842990701,0.305640882488735,7.97580309936298e-16,0.715894123775795,0.996034083659716,154.259647602367,0.74820058650737,0.956264687160825,156.84489364375,TRUE,-0.0979879945101355,0.00914399929319557,1.06146863007523,2023-01-20 14:47:15,2023-01-20 14:48:08,0.001,0.0478666666666667,4.19333333333333,FALSE
1,"Jan","CRC","UP",29,"2023_01_20_CRC_UP_29_1",2023-01-20 14:53:02.5,NA,NA,NA,NA,NA,177.699102202334,0.0120381040501761,0.0105554484129628,16605.1343992317,0.37097057998214,0.259318830838285,0.0244022710864551,1.2089329761402,154.986439048254,0.405113047821898,0.96272162035353,177.736856616318,TRUE,0.0112689419602415,0.01141132145641,1.30662565029823,2023-01-20 14:52:36,2023-01-20 14:53:29,0.001,0.04415,4.2,FALSE
2,"Jan","CRC","UP",29,"2023_01_20_CRC_UP_29_2",2023-01-20 14:54:28.5,NA,NA,NA,NA,NA,199.227646600706,-0.20163992956515,0.012883926644536,16655.1637633005,0.452804803053295,2.5628983527874e-21,0.824879407364853,1.47561744166384,145.375836995459,0.940011970746813,0.880753013318967,199.399707200397,TRUE,-0.204946044378529,0.0149513403951777,1.51989864884219,2023-01-20 14:54:02,2023-01-20 14:54:55,0.001,0.04415,4.2,FALSE
1,"Jan","CRC","W",41,"2023_01_20_CRC_W_41_d_1",2023-01-20 10:47:28.5,158.929227779594,-0.759837784593209,1.16710786394777e-24,0.869612657094415,1.01607076682382,190.257872766182,-0.155168791281126,0.0118571027533756,16870.0454790526,0.416717141066764,4.40664872552531e-18,0.767085909909288,1.35801360200244,160.949624405892,0.874306015375063,1.01737287792104,190.376684131349,TRUE,-0.154292185993827,0.012368284507332,1.50929727899955,2023-01-20 10:47:02,2023-01-20 10:47:55,0.001,0.0597333333333333,3,FALSE
2,"Jan","CRC","W",41,"2023_01_20_CRC_W_41_d_2",2023-01-20 10:48:53.5,173.663733920509,-0.393738945919918,8.23183720602813e-20,0.799992945239796,1.16459526138188,191.05453791131,-0.139507473478477,0.011944890403144,16865.0466303725,0.419802432574594,3.73803838094174e-16,0.723998978862944,1.36806806682011,175.334470716719,0.808436731866829,1.16231849879606,191.210962284652,TRUE,-0.13954688946494,0.0113832274618141,1.06497877581189,2023-01-20 10:48:27,2023-01-20 10:49:20,0.001,0.061,3,FALSE
1,"Jan","CRC","W",42,"2023_01_20_CRC_W_42_1",2023-01-20 10:54:34.5,150.20313212558,-0.396465850187018,2.94196678313957e-12,0.611473068532443,0.937204113832689,165.460731160467,-0.0659020629077371,0.00942460585606279,16857.2262896618,0.331227188437873,5.08574808707974e-09,0.484616842414638,1.07941570653939,150.843041244503,0.634911940325405,0.926486523567659,165.752729783964,TRUE,-0.0613933131566987,0.00902003048294337,1.15644784031629,2023-01-20 10:54:08,2023-01-20 10:55:01,0.001,0.0630666666666667,2.97333333333333,FALSE
2,"Jan","CRC","W",42,"2023_01_20_CRC_W_42_2",2023-01-20 10:56:00.5,NA,NA,NA,NA,NA,142.012544951186,-0.0586539459503052,0.00758529176569046,16864.3300615097,0.266584608778557,3.37523067048341e-10,0.534854336429396,0.868756019680451,143.415087471682,0.556698756391972,0.864907141534831,142.014351273716,TRUE,-0.0584480134952342,0.00808728478769988,1.04334636814126,2023-01-20 10:55:34,2023-01-20 10:56:27,0.001,0.0626666666666667,3.1,FALSE
1,"Jan","CRC","W",43,"2023_01_20_CRC_W_43_1",2023-01-20 10:59:42.5,202.923745074941,-1.59786231303337,5.11531174046246e-16,0.720672504646879,1.52699177636886,216.803327754767,-0.145392031473175,0.0151608784893929,16858.7198627875,0.532828134458206,4.3248389711145e-13,0.638806357335757,1.73640050484004,208.290820445009,0.713510718822511,1.57706906561871,217.622569198206,TRUE,-0.132126436517026,0.010888595027006,1.22538196896476,2023-01-20 10:59:16,2023-01-20 11:00:09,0.00113333333333333,0.0563333333333333,3.1,FALSE
2,"Jan","CRC","W",43,"2023_01_20_CRC_W_43_2",2023-01-20 11:01:08.5,149.951701281109,-0.219558706042338,3.74425024936191e-18,0.768532589923544,0.935024781057353,158.11294731819,-0.104602991834897,0.00880472824622866,16849.3441531396,0.309441628275814,1.95135441448583e-16,0.730768050926168,1.00842009797963,152.136222961074,0.776185156724471,0.937646868093014,158.225417084567,TRUE,-0.101875540964208,0.00879955917328796,1.0203993258475,2023-01-20 11:00:42,2023-01-20 11:01:35,0.001,0.0644,3,FALSE
1,"Jan","CRC","W",47,"2023_01_20_CRC_W_47_1",2023-01-20 11:07:19.5,143.02567991122,-0.519963850991706,1.99082023668185e-35,0.94967492963933,0.876944060471968,185.593858745572,-0.232102886247994,0.0113559491578683,16844.8418682607,0.399104129026729,1.63656323149856e-26,0.8893023094016,1.30061565129331,135.994042819036,0.958973680742253,0.807472318431633,185.771897342821,TRUE,-0.229135588252758,0.0126626115263777,1.34503862139231,2023-01-20 11:06:53,2023-01-20 11:07:46,0.00151666666666667,0.0314166666666667,2.9,FALSE
2,"Jan","CRC","W",47,"2023_01_20_CRC_W_47_2",2023-01-20 11:08:45.5,148.213179549567,-0.391405671457178,2.6905284570681e-30,0.920772655278449,0.920093788898431,175.954185857224,-0.191700519782822,0.0103862781991201,16839.4407797761,0.36502510330605,1.74987632326912e-24,0.867571372502934,1.1895576315699,146.002616288658,0.929380163865808,0.885879334924175,175.994382701688,TRUE,-0.189656728073655,0.0114126499941673,1.16847277008896,2023-01-20 11:08:19,2023-01-20 11:09:12,0.001,0.065,2.9,FALSE
1,"Jan","CRC","W",48,"2023_01_20_CRC_W_48_1",2023-01-20 11:23:04.5,173.803307255145,-0.632875831495595,5.19789990409091e-29,0.911232748426657,1.16610129399755,197.138424189888,-0.228957295476587,0.0126370867810078,16836.4826518186,0.444129631354923,4.04178134850067e-24,0.863250663622015,1.4473464635708,165.064225445035,0.92988695479279,1.05688071974317,197.474888283198,TRUE,-0.223512275990898,0.0127481955714328,1.50693350678824,2023-01-20 11:22:38,2023-01-20 11:23:31,0.001,0.067,2.9,FALSE
2,"Jan","CRC","W",48,"2023_01_20_CRC_W_48_2",2023-01-20 11:24:30.5,177.205237547047,-0.290661271303843,1.03842834382033e-19,0.798206357557655,1.20341736274894,192.680672489226,-0.144234092024379,0.0121261030667031,16826.174596426,0.426171140399271,1.86420417907002e-16,0.731237596285856,1.38882265308683,176.214587259836,0.816020166067412,1.17182919616432,192.736711481759,TRUE,-0.145137057638602,0.0131420669184497,1.32255748442437,2023-01-20 11:24:04,2023-01-20 11:24:57,0.001,0.067,2.9,FALSE
1,"Feb","OWC","TR",58,"2023_02_10_OWC_TR_58_c_1",2023-02-10 10:42:51.5,161.105287524319,-0.295961734805055,4.28145924725116e-05,0.277467938766546,1.03675091266389,162.289220126903,-0.0392660987017036,0.00915186854100709,16934.887286938,0.321641852411339,7.77348211409926e-05,0.261451722480624,1.04817865046228,164.94391545699,0.279623910044736,1.05570402983723,162.345463984987,TRUE,-0.0382602353038145,0.00947473163453405,1.07252793421248,2023-02-10 10:42:25,2023-02-10 10:43:18,0.001,0.00516666666666667,5.1,FALSE
2,"Feb","OWC","TR",58,"2023_02_10_OWC_TR_58_c_2",2023-02-10 10:44:16.5,NA,NA,NA,NA,NA,161.342649821861,-0.0896201389696705,0.00907200710994683,17009.4340514987,0.318835127368541,1.58141439377356e-13,0.652382733813273,1.03903198859125,160.451051548002,0.682487587673221,1.01268708625186,161.438899602706,TRUE,-0.0910467383631672,0.00781896593838083,0.900592470258726,2023-02-10 10:43:50,2023-02-10 10:44:43,0.001,0.0075,5.075,FALSE
1,"Feb","OWC","TR",60,"2023_02_10_OWC_TR_60_1",2023-02-10 10:53:56.5,151.5015018915,0.783408606824797,4.52982871897681e-12,0.605045247286473,0.948539125501286,166.497474403726,0.0657437170850501,0.00951551275053049,16802.3954662257,0.334422105607251,6.90941835795923e-09,0.478622471115954,1.08982742361486,151.277624217857,0.634761249272006,0.930222138763806,166.522001414961,TRUE,0.0665913524382135,0.00953819383269146,1.11774996384169,2023-02-10 10:53:30,2023-02-10 10:54:23,0.001,0.00825,4.70833333333333,FALSE
2,"Feb","OWC","TR",60,"2023_02_10_OWC_TR_60_2",2023-02-10 10:55:21.5,144.310491822326,0.0749893093033759,0.509506571900849,0.00841212464059965,0.887438844906238,144.742638857801,-0.00118351166630604,0.00777948177042586,16780.9403595006,0.273409404454216,0.8796712053058,0.000444884376235224,0.890996922309765,135.686890041248,0.215115032065812,0.805179123819489,144.911230860855,TRUE,8.38967456642892e-05,0.00867803711988433,0.736933730844975,2023-02-10 10:54:55,2023-02-10 10:55:48,0.001,0.008,4.66666666666667,FALSE
1,"Feb","OWC","TR",61,"2023_02_10_OWC_TR_61_1",2023-02-10 10:58:32.5,NA,NA,NA,NA,NA,135.244558788161,0.0215362244390482,0.00712453556133878,16738.6421289447,0.250391360545843,0.00388164557623345,0.149457787518681,0.81598484903858,136.341515343558,0.193975628725921,0.810074413624642,135.297825761922,TRUE,0.0202479956979473,0.007811642067599,0.819439763523942,2023-02-10 10:58:06,2023-02-10 10:58:59,0.001,0.008,4.54833333333333,FALSE
2,"Feb","OWC","TR",61,"2023_02_10_OWC_TR_61_2",2023-02-10 10:59:57.5,NA,NA,NA,NA,NA,152.274070449836,-0.00369896520788064,0.00834135107950421,16753.5180960764,0.293156266483022,0.659280513603242,0.00376742906899688,0.955348744179478,156.140868899567,0.00622180300366223,0.973067506818536,152.347586842831,TRUE,-0.00334266079394045,0.0085747740019798,1.15710494797338,2023-02-10 10:59:31,2023-02-10 11:00:24,6.66666666666667e-05,0.008,4.5,FALSE
1,"Feb","OWC","TR",62,"2023_02_10_OWC_TR_62_b_1",2023-02-10 11:14:18.5,NA,NA,NA,NA,NA,171.298437042216,0.112393197074426,0.00994805192642255,16759.3332775205,0.34962366812435,1.30055174203603e-15,0.710540305759136,1.13936685128771,168.998753055086,0.742413587244896,1.09609368490362,171.328570355405,TRUE,0.112948081408207,0.011480122359772,1.08869438463338,2023-02-10 11:13:52,2023-02-10 11:14:45,0.001,0.0102833333333333,4.7,FALSE
2,"Feb","OWC","TR",62,"2023_02_10_OWC_TR_62_b_2",2023-02-10 11:15:44.5,NA,NA,NA,NA,NA,266.511582817128,0.152888596797437,0.0240222371031128,16842.2485451321,0.844260033488132,5.09338778078598e-08,0.437876528945262,2.75130657253244,217.102827592495,0.790929711827883,1.71114161927007,274.870914470918,TRUE,0.092669189348672,0.0124368219654404,1.44492573774763,2023-02-10 11:15:18,2023-02-10 11:16:11,0.001,0.0102833333333333,4.62833333333333,FALSE
1,"Feb","OWC","TR",63,"2023_02_10_OWC_TR_63_1",2023-02-10 11:03:33.5,169.222883941457,0.21131945793283,4.98689868604578e-13,0.636842465390901,1.1176794656201,171.260940625736,0.0921607689347524,0.00994459867131048,16716.4138617986,0.349502303687556,1.34444865501637e-12,0.62287431637256,1.13897134426454,169.626171009246,0.660242908769315,1.10247989164397,171.319840458421,TRUE,0.0936307520139139,0.00986335343585483,1.19991345008176,2023-02-10 11:03:07,2023-02-10 11:04:00,0.001,0.00426666666666667,4.5,FALSE
2,"Feb","OWC","TR",63,"2023_02_10_OWC_TR_63_2",2023-02-10 11:04:58.5,NA,NA,NA,NA,NA,154.772264725767,-0.00106916541002921,0.00853654732599488,16789.9594815064,0.300016426462777,0.90081203941469,0.00030157196131992,0.977704893342365,149.241694583615,0.162047327740175,0.912850586628908,154.778855270724,TRUE,-0.00116424036210699,0.00909232495561326,0.979889997939027,2023-02-10 11:04:32,2023-02-10 11:05:25,0.001,0.008,4.5,FALSE
1,"Feb","CRC","UP",25,"2023_02_21_CRC_UP_25_1",2023-02-21 10:20:04.4375,164.893826243908,0.0127322366604458,0.150639455329568,0.0443817552042013,1.29367279045946,166.577271627436,0.00858955343723495,0.0124315366204424,16673.5777247073,0.457056254183358,0.493070010644331,0.0102718726296214,1.31655856822272,159.016608725178,0.222111542717289,1.1934204312683,166.666840720689,TRUE,0.00622368068359816,0.0130365545858782,1.21758564285645,2023-02-21 10:19:36,2023-02-21 10:20:29,0.001,0,5.3,FALSE
2,"Feb","CRC","UP",25,"2023_02_21_CRC_UP_25_2",2023-02-21 10:21:29.215686,NA,NA,NA,NA,NA,139.249494568407,-0.194386467196926,0.00816438769635103,16690.4501086189,0.292359657585682,1.3778057935205e-28,0.920437980831775,0.911586972892152,140.30915353625,0.924895303973859,0.904331939067102,139.374148109703,TRUE,-0.194600729527788,0.00849998274839386,0.927435771605369,2023-02-21 10:21:02,2023-02-21 10:21:55,0.001,0,5.2719298245614,FALSE
