"Plot_clean","Date","Month","Site","Zone","Replicate","Row_ID","TIMESTAMP","HM81_AIC","HM81_flux.estimate","HM81_p.value","HM81_r.squared","HM81_RMSE","lin_AIC","lin_flux.estimate","lin_flux.std.error","lin_int.estimate","lin_int.std.error","lin_p.value","lin_r.squared","lin_RMSE","poly_AIC","poly_r.squared","poly_RMSE","rob_AIC","rob_converged","rob_flux.estimate","rob_flux.std.error","rob_RMSE","TIMESTAMP_min","TIMESTAMP_max","CH4_lin_pass","CH4_HM81_pass","CH4_poly_pass","CH4_neg_flux","CH4_rejected_model","CH4_rejected_manual","CH4_flux_rejected"
"2023-01-12_PTR_UP_302_21",2023-01-12,"Jan","PTR","UP",302,21,2023-01-12 13:00:44.5,834.608238199714,0.0143547836605913,1.55352440357257e-116,0.624554110696761,0.522122317768954,384.405574508224,0.00998292189898141,0.000190006161633375,6533.56667093812,0.0295367414994468,5.36911145720995e-214,0.836893115131476,0.344139661401777,355.625656261926,0.846499754098793,0.334473612754308,384.41526026622,TRUE,0.00997796939838424,0.000202099076280337,0.344304095759287,2023-01-12 12:58:30,2023-01-12 13:02:59,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-12_PTR_UP_303_20",2023-01-12,"Jan","PTR","UP",303,20,2023-01-12 13:20:49.5,843.171068071983,-0.014634506151871,1.16992791733935e-99,0.580058373112579,0.542243797545136,261.020585734391,-0.0103363695495916,0.000181014220717657,6488.54234461202,0.0270938443009407,1.1381804040178e-225,0.862915769280063,0.309808892664119,261.583248493392,0.863818943825294,0.309384468630701,261.259902479507,TRUE,-0.0103549460020258,0.000185583857881038,0.321795140802533,2023-01-12 13:18:40,2023-01-12 13:22:59,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"2023-01-12_PTR_UP_304_25",2023-01-12,"Jan","PTR","UP",304,25,2023-01-12 11:23:44.5,NA,NA,NA,NA,NA,1275.23016405063,-0.0485060905580044,0.0026844983138906,6370.71513699037,0.231321627238673,8.49554836497082e-50,0.522808540582022,2.01332899328224,910.761428929995,0.860273257540257,1.09312659420081,1275.25136741656,TRUE,-0.0488391647483118,0.00285829335021391,2.46155816651458,2023-01-12 11:22:30,2023-01-12 11:24:59,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"2023-01-12_PTR_UP_305_22",2023-01-12,"Jan","PTR","UP",305,22,2023-01-12 12:54:44.5,NA,NA,NA,NA,NA,348.351489551877,0.00826138219854427,0.000183767815645588,6529.27543314266,0.0285669813019806,2.49382538256435e-184,0.789761705636252,0.332840752684876,329.777442992518,0.798369294720629,0.326563514115641,348.866281996135,TRUE,0.00836681977459734,0.000192826804096385,0.305210961905576,2023-01-12 12:52:30,2023-01-12 12:56:59,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-12_PTR_UP_306_23",2023-01-12,"Jan","PTR","UP",306,23,2023-01-12 12:43:47,2664.56168739012,0.0738632509604396,4.47390373283741e-125,0.657889976515709,2.97733585359067,343.420388319773,0.066273339195512,0.000189251273765661,6476.01338221292,0.0288730714441663,0,0.995712857160069,0.333295081508231,346.845213821906,0.995717507193462,0.333746975094882,343.529098854572,TRUE,0.0662334361538919,0.000194976989469446,0.293945740679061,2023-01-12 12:41:35,2023-01-12 12:45:59,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-12_PTR_UP_307_24",2023-01-12,"Jan","PTR","UP",307,24,2023-01-12 13:29:39.359431,NA,NA,NA,NA,NA,2679.87145313293,0.0929113606839667,0.00136720077408135,6476.65199289921,0.220185482234384,1.18825962477445e-272,0.891854381723675,2.61622697259686,2002.85780719906,0.967808237943278,1.4299479958881,2685.28803294023,TRUE,0.0940741290584785,0.00137871950169111,2.36158935345702,2023-01-12 13:27:20,2023-01-12 13:31:59,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-12_PTR_UP_308_19",2023-01-12,"Jan","PTR","UP",308,19,2023-01-12 13:09:29.5,1725.89065174993,0.0859158853081213,1.49464085723289e-178,0.742946846512157,1.01610137957006,1377.13144072267,0.0213783770628479,0.000358189647423636,6507.9985981665,0.0618851445455189,4.61510797992624e-254,0.856258358096367,0.759830764615012,355.309400261479,0.973994341890566,0.323732990748209,1379.21509710793,TRUE,0.0218026169926457,0.000365666487937542,0.872024792472962,2023-01-12 13:07:00,2023-01-12 13:11:59,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-20_CRC_TR_311_43",2023-01-20,"Jan","CRC","TR",311,43,2023-01-20 12:14:29.5,1117.40236760318,-0.0633718482968724,9.39838566242876e-99,0.711837761045685,1.13594100731367,425.098565696657,-0.039747379441724,0.000440494861055258,5879.24231258152,0.045586784581778,2.58427121960145e-248,0.957882744131643,0.434277447389525,178.881564558825,0.97898134641425,0.30764949282215,426.090021608491,TRUE,-0.0393826976303999,0.000465231745081728,0.411244455474576,2023-01-20 12:13:00,2023-01-20 12:15:59,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"2023-01-20_CRC_TR_312_44",2023-01-20,"Jan","CRC","TR",312,44,2023-01-20 12:04:29.5,NA,NA,NA,NA,NA,1141.55795423711,-0.0243256776609108,0.000294344646802902,5789.43307183923,0.0508545156026061,0,0.919493280185872,0.624395818386308,363.144556662022,0.978147434527012,0.325853655283986,1141.68255476528,TRUE,-0.0243624014551579,0.000307789691134745,0.726493215870331,2023-01-20 12:02:00,2023-01-20 12:06:59,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"2023-01-20_CRC_TR_313_45",2023-01-20,"Jan","CRC","TR",313,45,2023-01-20 12:22:29.5,NA,NA,NA,NA,NA,368.225389448269,0.0120598584656045,0.000154517528784077,5755.21376468076,0.0266963036826953,9.40483699610692e-316,0.910607048382296,0.327779356234626,323.765139347207,0.917543180641393,0.315333935281623,368.27998718878,TRUE,0.0120272649053719,0.00015318685543366,0.33844857823212,2023-01-20 12:20:00,2023-01-20 12:24:59,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-20_CRC_TR_314_46",2023-01-20,"Jan","CRC","TR",314,46,2023-01-20 11:47:29.5,NA,NA,NA,NA,NA,1095.21047399361,0.0382133518427227,0.000283192944665005,5749.61948058684,0.04892781363426,0,0.968201861975462,0.600739617200305,732.380619563833,0.982746333964956,0.443254939842697,1095.35710209764,TRUE,0.0381060852314623,0.000304292527496274,0.636528379072127,2023-01-20 11:45:00,2023-01-20 11:49:59,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-20_CRC_TR_315_47",2023-01-20,"Jan","CRC","TR",315,47,2023-01-20 11:55:29.5,1651.23318746852,0.0212743892670262,9.22758748994243e-139,0.650854818578536,0.954811417728329,191.290101649129,0.0183402082978345,0.000133334561766935,5770.47690532852,0.0230364799407536,0,0.969361746213451,0.282843747008565,192.902226866446,0.969483437755365,0.282754707047799,191.338353003399,TRUE,0.0183279990053699,0.000136739068711256,0.276383837714446,2023-01-20 11:53:00,2023-01-20 11:57:59,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-20_CRC_TR_316_48",2023-01-20,"Jan","CRC","TR",316,48,2023-01-20 11:31:29.5,NA,NA,NA,NA,NA,3192.98930173258,0.0147345216457293,0.00162664919886537,5765.17295526388,0.281039448015026,1.86744631345463e-18,0.120654283104522,3.45062486709019,2847.87178884943,0.50857191772715,2.58389801754005,3224.96959686466,TRUE,0.0238889183228215,0.000866726453027116,1.90761114194339,2023-01-20 11:29:00,2023-01-20 11:33:59,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-20_CRC_UP_301_35",2023-01-20,"Jan","CRC","UP",301,35,2023-01-20 14:02:54.5,NA,NA,NA,NA,NA,968.674869789451,0.00497819846795041,0.000393447351363118,5742.64882400639,0.0566188373746302,5.17667997263267e-32,0.243267547956439,0.634917853695707,272.975924264989,0.813279682675141,0.316021028067739,984.382796796713,TRUE,0.00638056188440446,0.000369733796356623,0.534318476710599,2023-01-20 14:00:50,2023-01-20 14:04:59,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-20_CRC_UP_302_36",2023-01-20,"Jan","CRC","UP",302,36,2023-01-20 14:09:59.5,NA,NA,NA,NA,NA,540.925715232211,0.0113913070072344,0.000278886259706235,5707.21715138551,0.0385228313834572,5.27500152625387e-158,0.777298617113332,0.423315903957464,467.323504168526,0.810543298396648,0.391262824968084,540.998765930869,TRUE,0.0114481983147096,0.00028937118733534,0.448466027754588,2023-01-20 14:08:00,2023-01-20 14:11:59,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-20_CRC_UP_303_37",2023-01-20,"Jan","CRC","UP",303,37,2023-01-20 14:18:44.5,NA,NA,NA,NA,NA,473.803078483191,0.00402887779809188,0.000206403288869867,5703.07926175916,0.032085699408782,1.49230250019736e-64,0.414586647920266,0.373838181526701,229.823472512248,0.630150306273753,0.297696492913903,474.547219876615,TRUE,0.00389027387383574,0.00021341557053028,0.361411890928863,2023-01-20 14:16:30,2023-01-20 14:20:59,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-20_CRC_UP_304_38",2023-01-20,"Jan","CRC","UP",304,38,2023-01-20 14:25:59.5,1759.59243358036,0.0440345767443211,7.95235703395721e-111,0.649281238593156,1.50652840968201,247.487080308469,0.0363652641585255,0.000205436869566764,5692.14070475178,0.0283771954007414,0,0.98497425344425,0.311828536258654,232.64341018418,0.985552700364407,0.306409085411944,247.490721312831,TRUE,0.036366097874151,0.000218670193626884,0.314112789715818,2023-01-20 14:24:00,2023-01-20 14:27:59,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-20_CRC_UP_305_39",2023-01-20,"Jan","CRC","UP",305,39,2023-01-20 14:34:29.5,925.090772132932,0.0194014233578959,3.29543084000325e-132,0.632800967710104,0.521336221919273,309.503071332193,0.00924205626465943,0.000147138199784681,5718.80978848309,0.0254213621955216,1.66688967997417e-265,0.868379270954203,0.312125522472856,301.321306073998,0.871024614002423,0.309490994544484,309.707939715714,TRUE,0.00919225742587703,0.000152388727138665,0.313954736804639,2023-01-20 14:32:00,2023-01-20 14:36:59,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-20_CRC_UP_306_40",2023-01-20,"Jan","CRC","UP",306,40,2023-01-20 14:31:59.5,NA,NA,NA,NA,NA,1603.0605557025,0.0219930710867416,0.000263422767372547,5666.88952768433,0.0546373154013404,0,0.906614009435368,0.734564199569719,474.92218960434,0.980618346113709,0.335112032058112,1603.45532742484,TRUE,0.0221038495782425,0.000278589099949078,0.877342916240389,2023-01-20 14:29:00,2023-01-20 14:34:59,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-20_CRC_UP_307_41",2023-01-20,"Jan","CRC","UP",307,41,2023-01-20 14:15:29.5,627.24357881809,0.038926266296159,8.74355282297467e-86,0.659595086733991,0.575040556996096,283.807862147873,0.0176317089943973,0.000362006327474059,5674.11075298455,0.0374640113354928,5.25387639219725e-160,0.868875437718489,0.356896748937485,141.227063895306,0.912732436254334,0.291973547392251,284.233377517924,TRUE,0.0174671623415856,0.00039018294291156,0.359334043400728,2023-01-20 14:14:00,2023-01-20 14:16:59,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-20_CRC_UP_308_42",2023-01-20,"Jan","CRC","UP",308,42,2023-01-20 14:02:29.5,2200.21352591371,0.0247034875881371,6.64918107050469e-133,0.634759554259072,1.50869070064167,361.250706608002,0.0285315422214382,0.000153622041399791,5699.86849022485,0.0265415885293853,0,0.982959074045512,0.325879751182388,325.412760326331,0.984053788414941,0.315767191653845,361.729532980734,TRUE,0.028631438434938,0.000158325265243584,0.336919815739789,2023-01-20 14:00:00,2023-01-20 14:04:59,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-05_OWC_TR_120_10",2023-01-05,"Jan","OWC","TR",120,10,2023-01-05 13:22:29.5,3424.83631788366,0.100753073080639,7.13896511376137e-153,0.686780073318513,4.18606512758111,715.374055270774,0.0860761841465556,0.000206355023335948,5583.77590300889,0.0356523716938571,0,0.996574884659279,0.437742677074245,225.041411881351,0.998497324165869,0.290429951504167,715.586997199967,TRUE,0.0861002334420862,0.000210965134783794,0.470593691248132,2023-01-05 13:20:00,2023-01-05 13:24:59,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-05_OWC_TR_121_11",2023-01-05,"Jan","OWC","TR",121,11,2023-01-05 13:33:29.5,650.033218319963,0.00701730842007455,7.96352967399843e-87,0.479423673660004,0.4145445903435,314.051230280347,0.00555188054192225,0.000147696931215532,5561.11755556787,0.0255178953466303,1.27118226778024e-159,0.702633157170686,0.313310764238975,317.972682385183,0.702672083855283,0.313815471205123,314.059239729547,TRUE,0.00554811483759934,0.000148589734308222,0.306001266566575,2023-01-05 13:31:00,2023-01-05 13:35:59,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-05_OWC_TR_122_13",2023-01-05,"Jan","OWC","TR",122,13,2023-01-05 13:55:59.5,3126.67063470789,0.192123238052122,5.26455658962151e-120,0.678935045821351,6.25791917891875,1111.97247169927,0.158693498428813,0.000505548712456511,5551.95978410037,0.069831937315952,0,0.995172370248552,0.767362330555418,387.846244237793,0.998940893135831,0.360175246328409,1114.67534155685,TRUE,0.159388466174189,0.000544057131014807,0.809590183845331,2023-01-05 13:54:00,2023-01-05 13:57:59,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-05_OWC_TR_123_12",2023-01-05,"Jan","OWC","TR",123,12,2023-01-05 13:43:29.5,2315.76835973477,0.03668722694933,1.03883282879583e-153,0.688791202016205,1.66119609801069,396.092841710836,0.0341089187903463,0.000158147860553239,5554.75707012129,0.0273235233913015,0,0.987307581250578,0.335480410086431,331.462189773228,0.988679441076098,0.317363053586328,396.099133302065,TRUE,0.0341172726506434,0.000163051291628226,0.332752141711109,2023-01-05 13:41:00,2023-01-05 13:45:59,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-05_OWC_TR_124_14",2023-01-05,"Jan","OWC","TR",124,14,2023-01-05 13:07:29.5,912.496639078778,0.0282352695653909,3.90785682729069e-127,0.61818355176914,0.515893352185663,373.795335224382,0.00884424657321852,0.000155236407756105,5597.12037325594,0.0268205058460317,8.64871804133594e-244,0.844428647531871,0.329304320350453,336.834242102156,0.854694852572255,0.318786980905902,374.280107776676,TRUE,0.0088542332871701,0.000160884557288226,0.32383504601091,2023-01-05 13:05:00,2023-01-05 13:09:59,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-05_OWC_TR_124_17",2023-01-05,"Jan","OWC","TR",124,17,2023-01-05 14:31:59.5,961.249965422601,0.0140768907883973,9.01736178225458e-87,0.557952429077168,0.655865986234761,234.916769872217,0.0134995369444589,0.000202764399069786,5581.11769127782,0.0280080444413474,6.12569167948254e-244,0.902658701377681,0.307772046471672,226.556858789511,0.905133225785832,0.304472548949159,235.186566152133,TRUE,0.0134653719305245,0.000208668958607317,0.313789628458786,2023-01-05 14:30:00,2023-01-05 14:33:59,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-05_OWC_TR_126_15",2023-01-05,"Jan","OWC","TR",126,15,2023-01-05 14:07:42,2279.21169763457,0.0424095798698678,5.26328843154555e-131,0.661498587067545,1.91446660999074,240.396413036823,0.0412026373321706,0.000161129899415725,5544.09182125271,0.0255130255771738,0,0.991688904865227,0.299983024973013,222.583346858104,0.992012073094042,0.294631076354093,240.44799275138,TRUE,0.04121865227106,0.00016596697455667,0.309948512124369,2023-01-05 14:05:25,2023-01-05 14:09:59,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-05_OWC_TR_128_9",2023-01-05,"Jan","OWC","TR",128,9,2023-01-05 11:57:29.5,NA,NA,NA,NA,NA,370.292725234739,0.00986828318358021,0.000154783957898275,5614.33255670806,0.0267423351756821,7.13545263250294e-269,0.871748853362248,0.328344534594785,328.43118683743,0.881186560536508,0.316562458142332,370.354295284759,TRUE,0.0099012459975758,0.000156441897345064,0.321820469583298,2023-01-05 11:55:00,2023-01-05 11:59:59,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-05_OWC_UP_101_1",2023-01-05,"Jan","OWC","UP",101,1,2023-01-05 13:30:29.5,NA,NA,NA,NA,NA,2972.16049713268,-0.0436616226174626,0.00135323522557951,5613.33161275916,0.233801166899805,4.84889862706589e-133,0.635144674157835,2.87062946556896,2697.05271409715,0.770862727071858,2.27872609362459,2972.31639844719,TRUE,-0.0436557307765418,0.00149811527706777,3.1594364891626,2023-01-05 13:28:00,2023-01-05 13:32:59,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"2023-01-05_OWC_UP_102_2",2023-01-05,"Jan","OWC","UP",102,2,2023-01-05 13:22:59.5,1028.65266979423,0.0245966166335165,3.51184606548389e-93,0.584383691901487,0.703570179475848,311.730063963868,0.0149679222714624,0.000219655093062516,5599.06788254975,0.0303411724961929,2.63997720007057e-248,0.906667000640882,0.333410094769689,293.997867056466,0.910798458040694,0.326631290299247,312.048797658143,TRUE,0.0150227409704493,0.000221676622087246,0.342217191804013,2023-01-05 13:21:00,2023-01-05 13:24:59,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-05_OWC_UP_103_3",2023-01-05,"Jan","OWC","UP",103,3,2023-01-05 13:06:39.5,NA,NA,NA,NA,NA,6924.56841031291,-0.108282514692236,0.0610443462284058,5633.37769306998,9.84187460235337,0.0766359649869052,0.00560724490261115,116.762691930149,6923.5367185109,0.0145020065326427,116.448178355675,6930.65307107095,TRUE,0.0171940850770461,0.00017682507519186,0.320203699095302,2023-01-05 13:04:20,2023-01-05 13:08:59,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"2023-01-05_OWC_UP_104_4",2023-01-05,"Jan","OWC","UP",104,4,2023-01-05 12:00:59.5,1608.79760280767,0.0121203605231476,3.014890619116e-173,0.666229832173111,0.737496585296683,299.603834842938,0.0119296735785243,0.000106546546253554,5649.67965744198,0.0220991424190224,0,0.945829961623952,0.29710901318933,262.906542347385,0.948806941803596,0.289232774381101,299.816187071404,TRUE,0.0118812499744858,0.000110388018006189,0.299081400044192,2023-01-05 11:58:00,2023-01-05 12:03:59,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-05_OWC_UP_105_5",2023-01-05,"Jan","OWC","UP",105,5,2023-01-05 12:07:59.5,417.579069016142,0.0159129317524678,3.00633188093396e-66,0.461521793113675,0.372274925507129,235.670866691103,0.00580631962263726,0.000202923736630651,5661.53409257743,0.0280300538942216,1.18640690893426e-105,0.631378045901562,0.308013901784598,232.875034310816,0.636560218553949,0.306483023223766,235.973199837917,TRUE,0.00582003564106327,0.000206781808281231,0.28292584819911,2023-01-05 12:06:00,2023-01-05 12:09:59,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-05_OWC_UP_106_6",2023-01-05,"Jan","OWC","UP",106,6,2023-01-05 11:48:24.5,1303.62353938966,0.0151400726613015,2.48939639891744e-134,0.626636489795934,0.690145781181558,248.111294281573,0.0121647402631547,0.000132219718141148,5637.6688985215,0.0236072373255693,0,0.931958800395496,0.294619089465586,242.3827500653,0.933018115790664,0.292790825122282,248.345992660154,TRUE,0.0121243275815757,0.000139079944228079,0.340114606732916,2023-01-05 11:45:50,2023-01-05 11:50:59,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-05_OWC_UP_107_7",2023-01-05,"Jan","OWC","UP",107,7,2023-01-05 13:16:14.5,988.893909310449,0.0748556549344353,3.83920636315335e-133,0.76400933708469,0.781578178988798,673.340809041448,0.0249594873297151,0.000432093406994981,5621.15930003836,0.0522014022270548,2.27204514123147e-201,0.888672608299799,0.536816718141205,515.264829817675,0.924314988187111,0.443681614643645,681.874623876524,TRUE,0.0239579838531901,0.000414911029809587,0.48708039270901,2023-01-05 13:14:30,2023-01-05 13:17:59,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-01-05_OWC_UP_108_8",2023-01-05,"Jan","OWC","UP",108,8,2023-01-05 12:56:44.5,NA,NA,NA,NA,NA,212.969101988616,0.0125716239745215,0.000162117118337536,5633.30020604663,0.0252013480815979,3.46914019723904e-294,0.917881001808323,0.293626952581478,197.704120130201,0.920759027038268,0.288973314434709,213.102899646079,TRUE,0.0126001260596882,0.000164048230180528,0.291179583821111,2023-01-05 12:54:30,2023-01-05 12:58:59,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"2023-02-10_OWC_TR_120_57",2023-02-10,"Feb","OWC","TR",120,57,2023-02-10 12:23:59.5,4725.96348854987,0.0424174909837329,7.96333305022918e-244,0.686935479915979,2.83040139417192,913.894751072958,0.0363615924835388,9.05298269918718e-05,5697.50228373216,0.0250491576189149,0,0.994096742194894,0.388666383055853,909.478758183735,0.994148267860618,0.387371023717585,913.955090276496,TRUE,0.0363457006367882,9.41994398061495e-05,0.405173800327548,2023-02-10 12:20:00,2023-02-10 12:27:59,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
